"tested_strain","infected_strain","log_titer","colume_base","minimum_base","distance","sr_coord_1","sr_coord_2","ag_coord_1","ag_coord_2","ag_distance","infected_year","tested_year","year_diff"
"SP/36/89","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,1.28975783267,1.08507620205,4.27461337416284,1990,1989,-1
"SP/53/89","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.0637133740039,1.98506415192,3.68973410567331,1990,1989,-1
"VI/1/89","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,2.16461155642,5.3400243777,7.57119450739922,1990,1989,-1
"ME/5/90","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-1.81164818618,1.93519019751,2.55920581873733,1990,1990,0
"SH/24/90","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,3.22142495718,0.626521110496,6.0146937972321,1990,1990,0
"BE/32/92","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,4.48910667346,-1.20273783703,7.21958121568416,1990,1992,2
"FI/247/92","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,5.44448604076,-3.62086098382,8.72705131749149,1990,1992,2
"NL/938/92","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,3.16421407112,-0.701060773975,5.86180710995681,1990,1992,2
"SE/C273/92","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,6.83845716229,-2.83915643787,9.82203124250967,1990,1992,2
"ST/12/92","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,4.00293973672,-3.08035195338,7.18761652795463,1990,1992,2
"ST/13/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-2.17958654101,-0.186064045534,0.585430529593943,1990,1992,2
"UM/1982/92","VI/2/90",6,9,9,3,-2.69293766224,-0.467488158418,-1.88343345855,-2.34080175789,2.04073538161088,1990,1992,2
"UM/2000/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-2.2847364453,-1.72796665,1.32492802115893,1990,1992,2
"AK/4/93","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,6.21149646514,-3.78938137621,9.50388981834607,1990,1993,3
"ES/5458/93","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-1.49157207046,-3.05681028831,2.85444712290513,1990,1993,3
"MA/G101/93","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-3.24655461052,-0.607776140264,0.571115087590307,1990,1993,3
"MA/G109/93","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,3.506467679,-4.32543421434,7.30180623923966,1990,1993,3
"MA/G116/93","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-3.43368131665,-1.8122696088,1.53529746656477,1990,1993,3
"MA/G122/93","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,3.64968816866,-4.81862133661,7.69163587055206,1990,1993,3
"MA/G130/93","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,4.79662733798,-2.00706378933,7.64616747238893,1990,1993,3
"NL/3/93","VI/2/90",3,9,9,6,-2.69293766224,-0.467488158418,2.81272094625,-3.22160969472,6.15609146699125,1990,1993,3
"NL/17/93","VI/2/90",3,9,9,6,-2.69293766224,-0.467488158418,2.92279927711,-1.47858665912,5.7060337845216,1990,1993,3
"NL/101/93","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,4.88823494427,-1.35563605121,7.63301937434777,1990,1993,3
"NL/115/93","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,4.77527692255,-2.05706373501,7.63550781534325,1990,1993,3
"NL/126/93","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,5.20604427226,-1.21024109081,7.93382615893078,1990,1993,3
"NL/165/93","VI/2/90",6,9,9,3,-2.69293766224,-0.467488158418,-4.10720708978,-1.88748782322,2.00413499089061,1990,1993,3
"NL/179/93","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,3.48349392796,-2.80764873215,6.60489656991464,1990,1993,3
"PA/287/93","VI/2/90",6,9,9,3,-2.69293766224,-0.467488158418,-2.14734166519,-2.57376623173,2.17579463969187,1990,1993,3
"SG/6/93","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,6.2815131443,-4.1117634908,9.68615042094714,1990,1993,3
"YA/56/93","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,6.58878667322,-3.90562949304,9.89804134545349,1990,1993,3
"YA/61/93","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,7.74092466464,-2.69794508241,10.6696026704873,1990,1993,3
"YA/62/93","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,6.9318998971,-3.59489299905,10.1201857236362,1990,1993,3
"NL/399/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.306469664275,-5.83829806956,6.15158869008429,1990,1993,3
"SD/9/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,5.92814349789,-3.28822174843,9.0708091345464,1990,1993,3
"LY/672/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,5.15288974415,-3.57402882139,8.43845972802851,1990,1993,3
"LY/1803/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,4.99184123179,-2.77173831409,8.02280471095012,1990,1993,3
"NL/357/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,4.3124774922,-3.62635570209,7.68467862987919,1990,1993,3
"NL/371/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,5.84376176589,-4.71312003383,9.53418203873565,1990,1993,3
"NL/372/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.515516822105,-6.63961056614,6.95624001843076,1990,1993,3
"NL/398/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,3.13147272033,-4.4393786074,7.04979929099429,1990,1993,3
"NL/440/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,3.82947150556,-3.53761088497,7.20884698882509,1990,1993,3
"OS/2219/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,4.07320220471,-5.08314962823,8.19054207626316,1990,1993,3
"OS/2352/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,5.28800540492,-2.66949699295,8.27914821395331,1990,1993,3
"ST/20/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,3.33528889555,-4.98439248211,7.5327246134073,1990,1993,3
"VI/104/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,4.4902112554,-3.35209837833,7.74071085197047,1990,1993,3
"WE/59/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,5.22466326502,-4.56181350211,8.91357977825671,1990,1993,3
"SP/19/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.555022206636,-6.34070858659,6.71147982994257,1990,1993,3
"LY/1815/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,4.29786622156,-5.32645753634,8.51357283150481,1990,1993,3
"LY/22686/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,5.06037776913,-4.18267634246,8.5974719203476,1990,1993,3
"LY/23602/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,3.30700251863,-4.86076540382,7.43640821425137,1990,1993,3
"SP/3/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,5.07924709527,-2.83047780782,8.12345837608908,1990,1993,3
"HK/1/94","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,3.73027296427,-5.03425078155,7.88117729838293,1990,1994,4
"HK/2/94","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,4.39590893004,-4.29621103532,8.05672792621127,1990,1994,4
"HK/55/94","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,3.27141111531,-5.55124609456,7.83696695753842,1990,1994,4
"HK/56/94","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,3.73088515216,-5.36912167242,8.08031624730081,1990,1994,4
"SA/15/94","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,3.65127717325,-5.25992901566,7.95088367724078,1990,1994,4
"SA/25/94","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,4.00274522417,-5.38377744626,8.30674844190636,1990,1994,4
"GD/25/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,5.8096867803,-5.10998488084,9.68748668275614,1990,1993,3
"SL/142/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,4.36652614241,-2.55796708252,7.36248133045362,1990,1993,3
"SL/160/93","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,5.30601284812,-5.08637487162,9.23673772154338,1990,1993,3
"EN/7/94","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,2.05505848682,-7.89420730045,8.81473905717651,1990,1994,4
"JO/33/94","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,6.56668138493,-5.16907334512,10.3848663047017,1990,1994,4
"FI/338/95","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,1.12890386523,-6.0876391814,6.79651161863348,1990,1995,5
"ST/506/95","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,2.65540934838,-5.26790791408,7.18671312747058,1990,1995,5
"JO/47/94","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,6.09570493306,-4.03040541165,9.48338642159539,1990,1994,4
"GE/A9509/95","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.955018190357,-4.71361255079,5.59795982997317,1990,1995,5
"HK/32/95","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,4.07708784441,-5.19799856101,8.25899352401506,1990,1995,5
"GE/6447/91","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-3.46104984325,-1.88049198274,1.60828359755503,1990,1991,1
"LY/1189/91","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-2.35750984054,-1.41434006089,1.00451000432313,1990,1991,1
"LY/1276/91","VI/2/90",6,9,9,3,-2.69293766224,-0.467488158418,-1.64718159353,-2.88075280598,2.63010494361277,1990,1991,1
"LY/1337/91","VI/2/90",7.58496250072116,9,9,1.41503749927884,-2.69293766224,-0.467488158418,-2.8402637087,-1.72892160448,1.27000759950852,1990,1991,1
"LY/1373/91","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-2.52988371244,-1.5911036728,1.13538469899207,1990,1991,1
"LY/1594/91","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-3.51935773983,-1.07179443829,1.02379501099419,1990,1991,1
"LY/23672/91","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-3.68478232418,-1.55924908801,1.47502466447258,1990,1991,1
"LY/24103/91","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-3.05272650253,-0.913255401024,0.572849407940499,1990,1991,1
"LY/24222/91","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-1.53610370902,-1.70125454603,1.6912848058573,1990,1991,1
"ST/20/91","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-3.14983066387,-1.03560402152,0.729045162419038,1990,1991,1
"FI/218/92","VI/2/90",6,9,9,3,-2.69293766224,-0.467488158418,-3.43651254316,-2.44612207084,2.11373975761483,1990,1992,2
"GE/5113/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-3.91956167336,-0.86610845902,1.28976920753604,1990,1992,2
"HO/56798/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-3.52571176388,-1.6413868407,1.43928830351175,1990,1992,2
"HO/56829/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-2.12698786344,-1.44557506531,1.13002352727513,1990,1992,2
"HO/56941/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-2.48762248382,-2.19304709967,1.73773069899348,1990,1992,2
"OV/31/92","VI/2/90",9,9,9,0,-2.69293766224,-0.467488158418,-2.00705075483,-0.300054083302,0.706027633500562,1990,1992,2
"NI/3126/92","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-2.98931658232,-1.55347004359,1.12569850279261,1990,1992,2
"NL/823/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-2.84383153155,-1.88663196811,1.42714333981646,1990,1992,2
"PA/320/92","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-2.84945293956,-1.21910492423,0.767740056714672,1990,1992,2
"PA/325/92","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-3.02230511031,-1.26832692937,0.865924738593403,1990,1992,2
"PA/407/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-3.85502358613,-1.02983782312,1.29099993799137,1990,1992,2
"PA/417/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-1.88629738622,-2.48430716086,2.1721481127006,1990,1992,2
"PA/424/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-3.24702162692,-1.90192192002,1.5377286029528,1990,1992,2
"PA/457/92","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-4.15973019185,0.104553624604,1.57439262143936,1990,1992,2
"PA/490/92","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-2.61727483738,-1.72592031658,1.26070470759891,1990,1992,2
"PA/512/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-4.53734412012,-1.2212916729,1.99249966632742,1990,1992,2
"PA/548/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-4.57615453458,-0.975577718669,1.95055396990242,1990,1992,2
"PA/564/92","VI/2/90",7.58496250072116,9,9,1.41503749927884,-2.69293766224,-0.467488158418,-2.05225471847,-2.45989347027,2.09288164049806,1990,1992,2
"PA/597/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-3.32596377541,-2.70951249704,2.32967705807662,1990,1992,2
"RD/100540/92","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-2.29002539186,-1.3456596981,0.966190224919617,1990,1992,2
"ST/8/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-2.58883724464,-2.21868938412,1.7542926294791,1990,1992,2
"FI/339/95","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,2.765491144,-9.07813932581,10.1949869327675,1990,1995,5
"HK/3/95","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,3.51539890938,-4.64280874312,7.4817608202582,1990,1995,5
"FI/381/95","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,3.31285756587,-9.03446584963,10.462441545056,1990,1995,5
"HK/38/95","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,2.86939982566,-5.20614853519,7.30715406267629,1990,1995,5
"HK/49/95","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,2.22347824995,-7.15186044559,8.29770921972734,1990,1995,5
"HK/55/95","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,1.24445550544,-5.53827757772,6.41996653354192,1990,1995,5
"LY/2279/95","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,1.39347511521,-5.84885414906,6.75706070070004,1990,1995,5
"NA/933/95","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.730288786586,-5.69803754464,6.25116998662244,1990,1995,5
"NL/271/95","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,2.00981795475,-8.89019707679,9.64665413066905,1990,1995,5
"VI/75/95","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,2.68620028371,-4.82357514853,6.92174969982173,1990,1995,5
"WU/359/95","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.0395228977289,-6.19679127119,6.34753927674374,1990,1995,5
"BR/8/96","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-0.892192243091,-6.29147059099,6.09601963903442,1990,1996,6
"GE/3958/96","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.578737973916,-6.72280558053,7.05923916010746,1990,1996,6
"HK/20/96","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.248541276484,-6.59535143642,6.79727936021775,1990,1996,6
"HK/42/96","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,2.2041047079,-4.62668224826,6.42494509330025,1990,1996,6
"HK/357/96","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.892318234744,-6.25018499939,6.80394316565373,1990,1996,6
"HK/358/96","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-0.4957798089,-6.27611425286,6.21028499648174,1990,1996,6
"HK/434/96","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,6.86390525854,-5.20802602397,10.6679869641463,1990,1996,6
"NL/91/96","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,4.86441865959,-4.41306313861,8.52532676789699,1990,1996,6
"SP/1/96","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.339056600766,-5.92647253996,6.24447753529635,1990,1996,6
"HK/1/97","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-0.118706305617,-6.06673243957,6.16264582768103,1990,1997,7
"NE/491/97","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-0.744641328616,-6.74858844592,6.57632719876911,1990,1997,7
"AU/10/97","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-3.27698180461,-10.1289007504,9.67904958313289,1990,1997,7
"HK/280/97","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-0.592996559406,-7.06984708963,6.92826789983806,1990,1997,7
"NL/300/97","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-3.01366500259,-9.75073916826,9.28878976716453,1990,1997,7
"SY/5/97","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-3.48534967827,-10.1617586272,9.7266025273498,1990,1997,7
"NL/5/98","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.64713554983,-5.67150303885,6.18367689467563,1990,1998,8
"LY/1781/96","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.56857732897,-6.08771696397,6.49803446163869,1990,1996,6
"JO/10/97","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-0.17063902702,-5.27191275552,5.42627737168599,1990,1997,7
"OS/21/97","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.396209621361,-5.88589444057,6.23714338285114,1990,1997,7
"OS/244/97","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.205618353796,-5.89324340501,6.15145893053177,1990,1997,7
"NL/414/98","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-1.49067719919,-9.76235616047,9.37229968559389,1990,1998,8
"NL/462/98","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-1.80827545278,-9.56449307828,9.13991935067482,1990,1998,8
"MW/10/99","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-3.93098411731,-8.56811788595,8.19469102574872,1990,1999,9
"NL/301/99","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-2.55717601888,-10.2441541812,9.77760859028566,1990,1999,9
"NL/3/00","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-1.12756475573,-11.7010307534,11.3420840928689,1990,2000,10
"NL/427/98","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-3.82325615603,-9.63703652759,9.23895216959091,1990,1998,8
"TE/1/77","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-4.19387366824,8.85084222043,9.43843683792336,1990,1977,-13
"GF/V728/85","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-2.95530091407,3.50741406799,3.98355145384293,1990,1985,-5
"PM/2007/99","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-2.26608913619,-9.70773724332,9.2501028543051,1990,1999,9
"NL/118/01","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-2.5289170706,-10.6944607806,10.2282878219838,1990,2001,11
"NL/126/01","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-0.992241921719,-10.6888615143,10.3618936146904,1990,2001,11
"NL/1/02","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.105159015435,-11.4913060844,11.3733858935155,1990,2002,12
"NL/120/02","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-2.48645491225,-10.0963773086,9.63110281289407,1990,2002,12
"NL/18/94","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,3.25447825637,-4.55018709333,7.21388845921998,1990,1994,4
"FU/411/02","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-3.17657912937,-14.8785134197,14.4191386063813,1990,2002,12
"NL/22/03","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-0.151707272631,-14.0376775396,13.8060816937398,1990,2003,13
"NL/213/03","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-1.58729650084,-12.717525514,12.299831608235,1990,2003,13
"NL/217/03","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-2.06755105597,-13.9653993267,13.51239113977,1990,2003,13
"NL/222/03","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-1.22094113659,-13.1194574274,12.7373113393208,1990,2003,13
"FI/170/03","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-2.15038732869,-13.4455804966,12.9894280706586,1990,2003,13
"NL/124/01","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-0.953404478539,-10.9915772091,10.6668845519149,1990,2001,11
"NL/20/03","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-1.25338341785,-10.2530230872,9.89085488039097,1990,2003,13
"HK/1/68","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,6.27707933458,13.895044285,16.9335035687088,1990,1968,-22
"HK/107/71","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,3.92525132393,15.5149985286,17.2985637021508,1990,1971,-19
"EN/42/72","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,2.74012662608,13.2486153399,14.7529550510259,1990,1972,-18
"PC/1/73","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.503105582783,13.1753330365,14.0121826487011,1990,1973,-17
"VI/3/75","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.13744650775,10.5748701933,11.3993312311506,1990,1975,-15
"BI/15793/68","EN/496/80",0,9,9,9,-5.64762041681,6.96856994579,4.04806432953,14.972721497,12.5726983879813,1980,1968,-12
"BI/16190/68","EN/496/80",NA,9,9,NA,-5.64762041681,6.96856994579,4.10330206141,14.8063276024,12.5104330164869,1980,1968,-12
"BI/16398/68","EN/496/80",1,9,9,8,-5.64762041681,6.96856994579,4.36344841606,13.8929251374,12.1724358283803,1980,1968,-12
"BI/808/69","EN/496/80",NA,9,9,NA,-5.64762041681,6.96856994579,3.87169764308,14.2552884031,11.9880641557113,1980,1969,-11
"BI/908/69","EN/496/80",1,9,9,8,-5.64762041681,6.96856994579,4.86865595435,14.0931875933,12.7024503674617,1980,1969,-11
"BI/17938/69","EN/496/80",1,9,9,8,-5.64762041681,6.96856994579,4.40037478944,14.860122145,12.7764941896312,1980,1969,-11
"BI/93/70","EN/496/80",1,9,9,8,-5.64762041681,6.96856994579,5.05936853902,14.477686057,13.0777076459102,1980,1970,-10
"BI/2668/70","EN/496/80",1,9,9,8,-5.64762041681,6.96856994579,4.82002371117,15.4709921597,13.4856500434211,1980,1970,-10
"BI/6449/71","EN/496/80",1,9,9,8,-5.64762041681,6.96856994579,3.8689797106,15.9188266054,13.0641789737401,1980,1971,-9
"BI/21438/71","EN/496/80",1,9,9,8,-5.64762041681,6.96856994579,4.27257743308,14.1186830193,12.2284276317497,1980,1971,-9
"BI/21801/71","EN/496/80",1,9,9,8,-5.64762041681,6.96856994579,4.26279009631,14.1365153221,12.2309311769923,1980,1971,-9
"BI/6022/72","EN/496/80",1,9,9,8,-5.64762041681,6.96856994579,3.31006996257,14.1152907437,11.4593121563258,1980,1972,-8
"BI/5168/76","EN/496/80",NA,9,9,NA,-5.64762041681,6.96856994579,0.723193078971,9.24414313133,6.76502017149794,1980,1976,-4
"BI/4273/75","EN/496/80",0,9,9,9,-5.64762041681,6.96856994579,0.12244709625,14.3478754759,9.36738112878848,1980,1975,-5
"BI/334/75","EN/496/80",0,9,9,9,-5.64762041681,6.96856994579,0.744119320484,13.760114258,9.32627530228521,1980,1975,-5
"BI/1843/75","EN/496/80",NA,9,9,NA,-5.64762041681,6.96856994579,0.773509884096,12.9754554037,8.79281452355637,1980,1975,-5
"BI/21793/72","EN/496/80",0,9,9,9,-5.64762041681,6.96856994579,1.92210056182,13.6248485176,10.0800158789482,1980,1972,-8
"BI/23290/72","EN/496/80",1,9,9,8,-5.64762041681,6.96856994579,1.65642755,13.7274148626,9.95143714801785,1980,1972,-8
"BI/23337/72","EN/496/80",1,9,9,8,-5.64762041681,6.96856994579,1.656428374,13.7274158895,9.95143845026126,1980,1972,-8
"BI/552/73","EN/496/80",1,9,9,8,-5.64762041681,6.96856994579,1.31418448834,13.020057941,9.22427419874005,1980,1973,-7
"BI/748/73","EN/496/80",1,9,9,8,-5.64762041681,6.96856994579,1.44613041221,13.8939890852,9.91376472792895,1980,1973,-7
"BI/3517/73","EN/496/80",1,9,9,8,-5.64762041681,6.96856994579,1.78898175587,13.8135861344,10.1072893743596,1980,1973,-7
"BI/5146/74","EN/496/80",0,9,9,9,-5.64762041681,6.96856994579,0.832518170399,14.3716075222,9.8385548464789,1980,1974,-6
"BI/5930/74","EN/496/80",NA,9,9,NA,-5.64762041681,6.96856994579,1.60788788965,13.8538601454,10.0024807881823,1980,1974,-6
"BI/5931/74","EN/496/80",0,9,9,9,-5.64762041681,6.96856994579,1.58601068112,13.0011375997,9.4189856863646,1980,1974,-6
"BI/7398/74","EN/496/80",NA,9,9,NA,-5.64762041681,6.96856994579,0.600279621976,13.228178205,8.8441478082081,1980,1974,-6
"BI/9459/74","EN/496/80",1,9,9,8,-5.64762041681,6.96856994579,1.25135771896,12.9564186686,9.13510983213064,1980,1974,-6
"BI/2600/75","EN/496/80",NA,9,9,NA,-5.64762041681,6.96856994579,0.121970006681,13.7900225,8.93422568576467,1980,1975,-5
"BI/2813/75","EN/496/80",NA,9,9,NA,-5.64762041681,6.96856994579,1.36269472937,14.1771193529,10.0552326180704,1980,1975,-5
"BI/628/76","EN/496/80",5.58496250072116,9,9,3.41503749927884,-5.64762041681,6.96856994579,-1.58837429954,8.28598875092,4.26767751226375,1980,1976,-4
"BI/1761/76","EN/496/80",NA,9,9,NA,-5.64762041681,6.96856994579,0.927252727247,8.88135320529,6.84745913885329,1980,1976,-4
"BI/2271/76","EN/496/80",5.58496250072116,9,9,3.41503749927884,-5.64762041681,6.96856994579,-1.71066313092,8.45855111783,4.20947461851904,1980,1976,-4
"BI/5029/76","EN/496/80",1,9,9,8,-5.64762041681,6.96856994579,1.07960525378,8.3510849161,6.86781718351445,1980,1976,-4
"BI/5657/76","EN/496/80",1,9,9,8,-5.64762041681,6.96856994579,0.867162831057,8.50766274496,6.69411737357102,1980,1976,-4
"BI/6545/76","EN/496/80",3,9,9,6,-5.64762041681,6.96856994579,0.875974291749,8.60432318454,6.72554656363482,1980,1976,-4
"AM/1609/77","EN/496/80",3,9,9,6,-5.64762041681,6.96856994579,0.895041247101,9.41358551938,6.98459181366444,1980,1977,-3
"BI/3895/77","EN/496/80",NA,9,9,NA,-5.64762041681,6.96856994579,0.678128316109,8.75968463299,6.57443448934811,1980,1977,-3
