infected_strain,tested_strain,log_titer,tested_year,infected_year,year_diff
EN/496/80,CO/2/86,5.270528942380718,1986,1980,6
EN/496/80,NL/450/88,NA,1988,1980,8
EN/496/80,NL/620/89,1,1989,1980,9
EN/496/80,VI/2/90,NA,1990,1980,10
EN/496/80,LY/1149/91,NA,1991,1980,11
EN/496/80,MA/G102/93,NA,1993,1980,13
EN/496/80,MA/G252/93,NA,1993,1980,13
EN/496/80,NL/241/93,NA,1993,1980,13
EN/496/80,NL/1/95,NA,1995,1980,15
EN/496/80,WE/4/85,5.0574502721839,1985,1980,5
EN/496/80,OK/5/88,3,1988,1980,8
EN/496/80,SI/2/87,1.584962500721156,1987,1980,7
EN/496/80,VI/7/87,2.944858445807539,1987,1980,7
EN/496/80,AL/4382/82,9,1982,1980,2
EN/496/80,LY/2380/81,9,1981,1980,1
EN/496/80,BI/4791/81,7.499845887083206,1981,1980,1
EN/496/80,BI/10684/82,8.499845887083206,1982,1980,2
EN/496/80,OS/13676/83,9,1983,1980,3
EN/496/80,NL/333/85,NA,1985,1980,5
EN/496/80,BA/1/79,7,1979,1980,-1
EN/496/80,PH/2/82,4.292781749227846,1982,1980,2
EN/496/80,CE/1/84,NA,1984,1980,4
EN/496/80,LE/360/86,4,1986,1980,6
EN/496/80,VI/1/88,4,1988,1980,8
EN/496/80,CC/2/88,4,1988,1980,8
EN/496/80,ST/12/88,3,1988,1980,8
EN/496/80,EN/138/89,NA,1989,1980,9
EN/496/80,EI/3447/89,NA,1989,1980,9
EN/496/80,EN/427/88,NA,1988,1980,8
EN/496/80,GE/5007/89,NA,1989,1980,9
EN/496/80,WE/3/90,NA,1990,1980,10
EN/496/80,WK/1/89,NA,1989,1980,9
EN/496/80,AT/3572DASH5/88,NA,1988,1980,8
EN/496/80,SH/11/87,NA,1987,1980,7
EN/496/80,GU/54/89,NA,1989,1980,9
EN/496/80,HK/1/89,NA,1989,1980,9
EN/496/80,NL/650/89,NA,1989,1980,9
EN/496/80,NL/738/89,NA,1989,1980,9
EN/496/80,SP/35/89,NA,1989,1980,9
EN/496/80,SP/40/89,NA,1989,1980,9
EN/496/80,WE/5/89,NA,1989,1980,9
EN/496/80,ME/2/90,NA,1990,1980,10
EN/496/80,SU/1/90,NA,1990,1980,10
EN/496/80,VI/33/92,NA,1992,1980,12
EN/496/80,NL/891/91,NA,1991,1980,11
EN/496/80,CA/1/91,NA,1991,1980,11
EN/496/80,EN/260/91,NA,1991,1980,11
EN/496/80,EN/261/91,NA,1991,1980,11
EN/496/80,MA/G12/91,NA,1991,1980,11
EN/496/80,NL/816/91,NA,1991,1980,11
EN/496/80,AM/4112/92,NA,1992,1980,12
EN/496/80,ES/1285/92,NA,1992,1980,12
EN/496/80,FI/220/92,NA,1992,1980,12
EN/496/80,MA/G58/92,NA,1992,1980,12
EN/496/80,NI/3129/92,NA,1992,1980,12
EN/496/80,NL/819/92,NA,1992,1980,12
EN/496/80,NL/935/92,NA,1992,1980,12
EN/496/80,PA/583/92,NA,1992,1980,12
EN/496/80,PA/614/92,NA,1992,1980,12
EN/496/80,SA/8/92,NA,1992,1980,12
EN/496/80,SA/23/92,NA,1992,1980,12
EN/496/80,SA/27/92,NA,1992,1980,12
EN/496/80,ST/7/92,NA,1992,1980,12
EN/496/80,VI/68/92,NA,1992,1980,12
EN/496/80,GE/5366/91,NA,1991,1980,11
EN/496/80,BE/353/89,1,1989,1980,9
EN/496/80,LY/1182/91,NA,1991,1980,11
EN/496/80,BE/352/89,NA,1989,1980,9
EN/496/80,PA/467/92,NA,1992,1980,12
EN/496/80,TI/5957/92,NA,1992,1980,12
EN/496/80,AT/211/89,NA,1989,1980,9
EN/496/80,SP/34/89,NA,1989,1980,9
EN/496/80,SP/36/89,NA,1989,1980,9
EN/496/80,SP/53/89,NA,1989,1980,9
EN/496/80,VI/1/89,NA,1989,1980,9
EN/496/80,ME/5/90,NA,1990,1980,10
EN/496/80,SH/24/90,NA,1990,1980,10
EN/496/80,BE/32/92,NA,1992,1980,12
EN/496/80,FI/247/92,NA,1992,1980,12
EN/496/80,NL/938/92,NA,1992,1980,12
EN/496/80,SE/C273/92,NA,1992,1980,12
EN/496/80,ST/12/92,NA,1992,1980,12
EN/496/80,ST/13/92,NA,1992,1980,12
EN/496/80,UM/1982/92,NA,1992,1980,12
EN/496/80,UM/2000/92,NA,1992,1980,12
EN/496/80,AK/4/93,NA,1993,1980,13
EN/496/80,ES/5458/93,NA,1993,1980,13
EN/496/80,MA/G101/93,NA,1993,1980,13
EN/496/80,MA/G109/93,NA,1993,1980,13
EN/496/80,MA/G116/93,NA,1993,1980,13
EN/496/80,MA/G122/93,NA,1993,1980,13
EN/496/80,MA/G130/93,NA,1993,1980,13
EN/496/80,NL/3/93,NA,1993,1980,13
EN/496/80,NL/17/93,NA,1993,1980,13
EN/496/80,NL/101/93,NA,1993,1980,13
EN/496/80,NL/115/93,NA,1993,1980,13
EN/496/80,NL/126/93,NA,1993,1980,13
EN/496/80,NL/165/93,NA,1993,1980,13
EN/496/80,NL/179/93,NA,1993,1980,13
EN/496/80,PA/287/93,NA,1993,1980,13
EN/496/80,SG/6/93,NA,1993,1980,13
EN/496/80,YA/56/93,NA,1993,1980,13
EN/496/80,YA/61/93,NA,1993,1980,13
EN/496/80,YA/62/93,NA,1993,1980,13
EN/496/80,NL/399/93,NA,1993,1980,13
EN/496/80,SD/9/93,NA,1993,1980,13
EN/496/80,LY/672/93,NA,1993,1980,13
EN/496/80,LY/1803/93,NA,1993,1980,13
EN/496/80,NL/357/93,NA,1993,1980,13
EN/496/80,NL/371/93,NA,1993,1980,13
EN/496/80,NL/372/93,NA,1993,1980,13
EN/496/80,NL/398/93,NA,1993,1980,13
EN/496/80,NL/440/93,NA,1993,1980,13
EN/496/80,OS/2219/93,NA,1993,1980,13
EN/496/80,OS/2352/93,NA,1993,1980,13
EN/496/80,ST/20/93,NA,1993,1980,13
EN/496/80,VI/104/93,NA,1993,1980,13
EN/496/80,WE/59/93,NA,1993,1980,13
EN/496/80,SP/19/93,NA,1993,1980,13
EN/496/80,LY/1815/93,NA,1993,1980,13
EN/496/80,LY/22686/93,NA,1993,1980,13
EN/496/80,LY/23602/93,NA,1993,1980,13
EN/496/80,SP/3/93,NA,1993,1980,13
EN/496/80,HK/1/94,NA,1994,1980,14
EN/496/80,HK/2/94,NA,1994,1980,14
EN/496/80,HK/55/94,NA,1994,1980,14
EN/496/80,HK/56/94,NA,1994,1980,14
EN/496/80,SA/15/94,NA,1994,1980,14
EN/496/80,SA/25/94,NA,1994,1980,14
EN/496/80,GD/25/93,NA,1993,1980,13
EN/496/80,SL/142/93,NA,1993,1980,13
EN/496/80,SL/160/93,NA,1993,1980,13
EN/496/80,EN/7/94,NA,1994,1980,14
EN/496/80,JO/33/94,NA,1994,1980,14
EN/496/80,FI/338/95,NA,1995,1980,15
EN/496/80,ST/506/95,NA,1995,1980,15
EN/496/80,JO/47/94,NA,1994,1980,14
EN/496/80,GE/A9509/95,NA,1995,1980,15
EN/496/80,HK/32/95,NA,1995,1980,15
EN/496/80,GE/6447/91,NA,1991,1980,11
EN/496/80,LY/1189/91,NA,1991,1980,11
EN/496/80,LY/1276/91,NA,1991,1980,11
EN/496/80,LY/1337/91,NA,1991,1980,11
EN/496/80,LY/1373/91,NA,1991,1980,11
EN/496/80,LY/1594/91,NA,1991,1980,11
EN/496/80,LY/23672/91,NA,1991,1980,11
EN/496/80,LY/24103/91,NA,1991,1980,11
EN/496/80,LY/24222/91,NA,1991,1980,11
EN/496/80,ST/20/91,NA,1991,1980,11
EN/496/80,FI/218/92,NA,1992,1980,12
EN/496/80,GE/5113/92,NA,1992,1980,12
EN/496/80,HO/56798/92,NA,1992,1980,12
EN/496/80,HO/56829/92,NA,1992,1980,12
EN/496/80,HO/56941/92,NA,1992,1980,12
EN/496/80,OV/31/92,NA,1992,1980,12
EN/496/80,NI/3126/92,NA,1992,1980,12
EN/496/80,NL/823/92,NA,1992,1980,12
EN/496/80,PA/320/92,NA,1992,1980,12
EN/496/80,PA/325/92,NA,1992,1980,12
EN/496/80,PA/407/92,NA,1992,1980,12
EN/496/80,PA/417/92,NA,1992,1980,12
EN/496/80,PA/424/92,NA,1992,1980,12
EN/496/80,PA/457/92,NA,1992,1980,12
EN/496/80,PA/490/92,NA,1992,1980,12
EN/496/80,PA/512/92,NA,1992,1980,12
EN/496/80,PA/548/92,NA,1992,1980,12
EN/496/80,PA/564/92,NA,1992,1980,12
EN/496/80,PA/597/92,NA,1992,1980,12
EN/496/80,RD/100540/92,NA,1992,1980,12
EN/496/80,ST/8/92,NA,1992,1980,12
EN/496/80,FI/339/95,NA,1995,1980,15
EN/496/80,HK/3/95,NA,1995,1980,15
EN/496/80,FI/381/95,NA,1995,1980,15
EN/496/80,HK/38/95,NA,1995,1980,15
EN/496/80,HK/49/95,NA,1995,1980,15
EN/496/80,HK/55/95,NA,1995,1980,15
EN/496/80,LY/2279/95,NA,1995,1980,15
EN/496/80,NA/933/95,NA,1995,1980,15
EN/496/80,NL/271/95,NA,1995,1980,15
EN/496/80,VI/75/95,NA,1995,1980,15
EN/496/80,WU/359/95,NA,1995,1980,15
EN/496/80,BR/8/96,NA,1996,1980,16
EN/496/80,GE/3958/96,NA,1996,1980,16
EN/496/80,HK/20/96,NA,1996,1980,16
EN/496/80,HK/42/96,NA,1996,1980,16
EN/496/80,HK/357/96,NA,1996,1980,16
EN/496/80,HK/358/96,NA,1996,1980,16
EN/496/80,HK/434/96,NA,1996,1980,16
EN/496/80,NL/91/96,NA,1996,1980,16
EN/496/80,SP/1/96,NA,1996,1980,16
EN/496/80,HK/1/97,NA,1997,1980,17
EN/496/80,NE/491/97,NA,1997,1980,17
EN/496/80,AU/10/97,NA,1997,1980,17
EN/496/80,HK/280/97,NA,1997,1980,17
EN/496/80,NL/300/97,NA,1997,1980,17
EN/496/80,SY/5/97,NA,1997,1980,17
EN/496/80,NL/5/98,NA,1998,1980,18
EN/496/80,LY/1781/96,NA,1996,1980,16
EN/496/80,JO/10/97,NA,1997,1980,17
EN/496/80,OS/21/97,NA,1997,1980,17
EN/496/80,OS/244/97,NA,1997,1980,17
EN/496/80,NL/414/98,NA,1998,1980,18
EN/496/80,NL/462/98,NA,1998,1980,18
EN/496/80,MW/10/99,NA,1999,1980,19
EN/496/80,NL/301/99,NA,1999,1980,19
EN/496/80,NL/3/00,NA,2000,1980,20
EN/496/80,NL/427/98,NA,1998,1980,18
EN/496/80,TE/1/77,7,1977,1980,-3
EN/496/80,GF/V728/85,4.584962500721156,1985,1980,5
EN/496/80,PM/2007/99,NA,1999,1980,19
EN/496/80,NL/118/01,NA,2001,1980,21
EN/496/80,NL/126/01,NA,2001,1980,21
EN/496/80,NL/1/02,NA,2002,1980,22
EN/496/80,NL/120/02,NA,2002,1980,22
EN/496/80,NL/18/94,NA,1994,1980,14
EN/496/80,FU/411/02,NA,2002,1980,22
EN/496/80,NL/22/03,NA,2003,1980,23
EN/496/80,NL/213/03,NA,2003,1980,23
EN/496/80,NL/217/03,NA,2003,1980,23
EN/496/80,NL/222/03,NA,2003,1980,23
EN/496/80,FI/170/03,NA,2003,1980,23
EN/496/80,NL/124/01,NA,2001,1980,21
EN/496/80,NL/20/03,NA,2003,1980,23
EN/496/80,HK/1/68,NA,1968,1980,-12
EN/496/80,HK/107/71,NA,1971,1980,-9
EN/496/80,EN/42/72,NA,1972,1980,-8
EN/496/80,PC/1/73,NA,1973,1980,-7
EN/496/80,VI/3/75,NA,1975,1980,-5
NL/333/85,BI/15793/68,NA,1968,1985,-17
NL/333/85,BI/16190/68,NA,1968,1985,-17
NL/333/85,BI/16398/68,NA,1968,1985,-17
NL/333/85,BI/808/69,NA,1969,1985,-16
NL/333/85,BI/908/69,NA,1969,1985,-16
NL/333/85,BI/17938/69,NA,1969,1985,-16
NL/333/85,BI/93/70,NA,1970,1985,-15
NL/333/85,BI/2668/70,NA,1970,1985,-15
NL/333/85,BI/6449/71,NA,1971,1985,-14
NL/333/85,BI/21438/71,NA,1971,1985,-14
NL/333/85,BI/21801/71,NA,1971,1985,-14
NL/333/85,BI/6022/72,NA,1972,1985,-13
NL/333/85,BI/5168/76,NA,1976,1985,-9
NL/333/85,BI/4273/75,NA,1975,1985,-10
NL/333/85,BI/334/75,NA,1975,1985,-10
NL/333/85,BI/1843/75,NA,1975,1985,-10
NL/333/85,BI/21793/72,NA,1972,1985,-13
NL/333/85,BI/23290/72,NA,1972,1985,-13
NL/333/85,BI/23337/72,NA,1972,1985,-13
NL/333/85,BI/552/73,NA,1973,1985,-12
NL/333/85,BI/748/73,NA,1973,1985,-12
NL/333/85,BI/3517/73,NA,1973,1985,-12
NL/333/85,BI/5146/74,NA,1974,1985,-11
NL/333/85,BI/5930/74,NA,1974,1985,-11
NL/333/85,BI/5931/74,NA,1974,1985,-11
NL/333/85,BI/7398/74,NA,1974,1985,-11
NL/333/85,BI/9459/74,NA,1974,1985,-11
NL/333/85,BI/2600/75,NA,1975,1985,-10
NL/333/85,BI/2813/75,NA,1975,1985,-10
NL/333/85,BI/628/76,NA,1976,1985,-9
NL/333/85,BI/1761/76,NA,1976,1985,-9
NL/333/85,BI/2271/76,NA,1976,1985,-9
NL/333/85,BI/5029/76,NA,1976,1985,-9
NL/333/85,BI/5657/76,NA,1976,1985,-9
NL/333/85,BI/6545/76,NA,1976,1985,-9
NL/333/85,AM/1609/77,NA,1977,1985,-8
NL/333/85,BI/3895/77,NA,1977,1985,-8
NL/333/85,RD/5828/77,NA,1977,1985,-8
NL/333/85,RD/8179/77,NA,1977,1985,-8
NL/333/85,NL/209/80,NA,1980,1985,-5
NL/333/85,RD/577/80,NA,1980,1985,-5
NL/333/85,NL/233/82,NA,1982,1985,-3
NL/333/85,NL/241/82,NA,1982,1985,-3
NL/333/85,NL/330/85,NA,1985,1985,0
NL/333/85,ST/10/85,NA,1985,1985,0
NL/333/85,CO/2/86,6,1986,1985,1
NL/333/85,NL/450/88,NA,1988,1985,3
NL/333/85,NL/620/89,NA,1989,1985,4
NL/333/85,VI/2/90,NA,1990,1985,5
NL/333/85,LY/1149/91,NA,1991,1985,6
NL/333/85,MA/G102/93,NA,1993,1985,8
NL/333/85,MA/G252/93,NA,1993,1985,8
NL/333/85,NL/241/93,NA,1993,1985,8
NL/333/85,NL/1/95,NA,1995,1985,10
NL/333/85,WE/4/85,6,1985,1985,0
NL/333/85,OK/5/88,NA,1988,1985,3
NL/333/85,SI/2/87,NA,1987,1985,2
NL/333/85,VI/7/87,NA,1987,1985,2
NL/333/85,AL/4382/82,NA,1982,1985,-3
NL/333/85,LY/2380/81,NA,1981,1985,-4
NL/333/85,BI/4791/81,NA,1981,1985,-4
NL/333/85,BI/10684/82,NA,1982,1985,-3
NL/333/85,OS/13676/83,NA,1983,1985,-2
NL/333/85,NL/333/85,7,1985,1985,0
NL/333/85,BA/1/79,5,1979,1985,-6
NL/333/85,PH/2/82,6,1982,1985,-3
NL/333/85,CE/1/84,7,1984,1985,-1
NL/333/85,LE/360/86,5,1986,1985,1
NL/333/85,VI/1/88,NA,1988,1985,3
NL/333/85,CC/2/88,NA,1988,1985,3
NL/333/85,ST/12/88,NA,1988,1985,3
NL/333/85,EN/138/89,NA,1989,1985,4
NL/333/85,EI/3447/89,NA,1989,1985,4
NL/333/85,EN/427/88,NA,1988,1985,3
NL/333/85,GE/5007/89,NA,1989,1985,4
NL/333/85,WE/3/90,NA,1990,1985,5
NL/333/85,WK/1/89,NA,1989,1985,4
NL/333/85,AT/3572DASH5/88,NA,1988,1985,3
NL/333/85,SH/11/87,NA,1987,1985,2
NL/333/85,GU/54/89,NA,1989,1985,4
NL/333/85,HK/1/89,NA,1989,1985,4
NL/333/85,NL/650/89,NA,1989,1985,4
NL/333/85,NL/738/89,NA,1989,1985,4
NL/333/85,SP/35/89,NA,1989,1985,4
NL/333/85,SP/40/89,NA,1989,1985,4
NL/333/85,WE/5/89,NA,1989,1985,4
NL/333/85,ME/2/90,NA,1990,1985,5
NL/333/85,SU/1/90,NA,1990,1985,5
NL/333/85,VI/33/92,NA,1992,1985,7
NL/333/85,NL/891/91,NA,1991,1985,6
NL/333/85,CA/1/91,NA,1991,1985,6
NL/333/85,EN/260/91,NA,1991,1985,6
NL/333/85,EN/261/91,NA,1991,1985,6
NL/333/85,MA/G12/91,NA,1991,1985,6
NL/333/85,NL/816/91,NA,1991,1985,6
NL/333/85,AM/4112/92,NA,1992,1985,7
NL/333/85,ES/1285/92,NA,1992,1985,7
NL/333/85,FI/220/92,NA,1992,1985,7
NL/333/85,MA/G58/92,NA,1992,1985,7
NL/333/85,NI/3129/92,NA,1992,1985,7
NL/333/85,NL/819/92,NA,1992,1985,7
NL/333/85,NL/935/92,NA,1992,1985,7
NL/333/85,PA/583/92,NA,1992,1985,7
NL/333/85,PA/614/92,NA,1992,1985,7
NL/333/85,SA/8/92,NA,1992,1985,7
NL/333/85,SA/23/92,NA,1992,1985,7
NL/333/85,SA/27/92,NA,1992,1985,7
NL/333/85,ST/7/92,NA,1992,1985,7
NL/333/85,VI/68/92,NA,1992,1985,7
NL/333/85,GE/5366/91,NA,1991,1985,6
NL/333/85,BE/353/89,NA,1989,1985,4
NL/333/85,LY/1182/91,NA,1991,1985,6
NL/333/85,BE/352/89,NA,1989,1985,4
NL/333/85,PA/467/92,NA,1992,1985,7
NL/333/85,TI/5957/92,NA,1992,1985,7
NL/333/85,AT/211/89,NA,1989,1985,4
NL/333/85,SP/34/89,NA,1989,1985,4
NL/333/85,SP/36/89,NA,1989,1985,4
NL/333/85,SP/53/89,NA,1989,1985,4
NL/333/85,VI/1/89,NA,1989,1985,4
NL/333/85,ME/5/90,NA,1990,1985,5
NL/333/85,SH/24/90,NA,1990,1985,5
NL/333/85,BE/32/92,NA,1992,1985,7
NL/333/85,FI/247/92,NA,1992,1985,7
NL/333/85,NL/938/92,NA,1992,1985,7
NL/333/85,SE/C273/92,NA,1992,1985,7
NL/333/85,ST/12/92,NA,1992,1985,7
NL/333/85,ST/13/92,NA,1992,1985,7
NL/333/85,UM/1982/92,NA,1992,1985,7
NL/333/85,UM/2000/92,NA,1992,1985,7
NL/333/85,AK/4/93,NA,1993,1985,8
NL/333/85,ES/5458/93,NA,1993,1985,8
NL/333/85,MA/G101/93,NA,1993,1985,8
NL/333/85,MA/G109/93,NA,1993,1985,8
NL/333/85,MA/G116/93,NA,1993,1985,8
NL/333/85,MA/G122/93,NA,1993,1985,8
NL/333/85,MA/G130/93,NA,1993,1985,8
NL/333/85,NL/3/93,NA,1993,1985,8
NL/333/85,NL/17/93,NA,1993,1985,8
NL/333/85,NL/101/93,NA,1993,1985,8
NL/333/85,NL/115/93,NA,1993,1985,8
NL/333/85,NL/126/93,NA,1993,1985,8
NL/333/85,NL/165/93,NA,1993,1985,8
NL/333/85,NL/179/93,NA,1993,1985,8
NL/333/85,PA/287/93,NA,1993,1985,8
NL/333/85,SG/6/93,NA,1993,1985,8
NL/333/85,YA/56/93,NA,1993,1985,8
NL/333/85,YA/61/93,NA,1993,1985,8
NL/333/85,YA/62/93,NA,1993,1985,8
NL/333/85,NL/399/93,NA,1993,1985,8
NL/333/85,SD/9/93,NA,1993,1985,8
NL/333/85,LY/672/93,NA,1993,1985,8
NL/333/85,LY/1803/93,NA,1993,1985,8
NL/333/85,NL/357/93,NA,1993,1985,8
NL/333/85,NL/371/93,NA,1993,1985,8
NL/333/85,NL/372/93,NA,1993,1985,8
NL/333/85,NL/398/93,NA,1993,1985,8
NL/333/85,NL/440/93,NA,1993,1985,8
NL/333/85,OS/2219/93,NA,1993,1985,8
NL/333/85,OS/2352/93,NA,1993,1985,8
NL/333/85,ST/20/93,NA,1993,1985,8
NL/333/85,VI/104/93,NA,1993,1985,8
NL/333/85,WE/59/93,NA,1993,1985,8
NL/333/85,SP/19/93,NA,1993,1985,8
NL/333/85,LY/1815/93,NA,1993,1985,8
NL/333/85,LY/22686/93,NA,1993,1985,8
NL/333/85,LY/23602/93,NA,1993,1985,8
NL/333/85,SP/3/93,NA,1993,1985,8
NL/333/85,HK/1/94,NA,1994,1985,9
NL/333/85,HK/2/94,NA,1994,1985,9
NL/333/85,HK/55/94,NA,1994,1985,9
NL/333/85,HK/56/94,NA,1994,1985,9
NL/333/85,SA/15/94,NA,1994,1985,9
NL/333/85,SA/25/94,NA,1994,1985,9
NL/333/85,GD/25/93,NA,1993,1985,8
NL/333/85,SL/142/93,NA,1993,1985,8
NL/333/85,SL/160/93,NA,1993,1985,8
NL/333/85,EN/7/94,NA,1994,1985,9
NL/333/85,JO/33/94,NA,1994,1985,9
NL/333/85,FI/338/95,NA,1995,1985,10
NL/333/85,ST/506/95,NA,1995,1985,10
NL/333/85,JO/47/94,NA,1994,1985,9
NL/333/85,GE/A9509/95,NA,1995,1985,10
NL/333/85,HK/32/95,NA,1995,1985,10
NL/333/85,GE/6447/91,NA,1991,1985,6
NL/333/85,LY/1189/91,NA,1991,1985,6
NL/333/85,LY/1276/91,NA,1991,1985,6
NL/333/85,LY/1337/91,NA,1991,1985,6
NL/333/85,LY/1373/91,NA,1991,1985,6
NL/333/85,LY/1594/91,NA,1991,1985,6
NL/333/85,LY/23672/91,NA,1991,1985,6
NL/333/85,LY/24103/91,NA,1991,1985,6
NL/333/85,LY/24222/91,NA,1991,1985,6
NL/333/85,ST/20/91,NA,1991,1985,6
NL/333/85,FI/218/92,NA,1992,1985,7
NL/333/85,GE/5113/92,NA,1992,1985,7
NL/333/85,HO/56798/92,NA,1992,1985,7
NL/333/85,HO/56829/92,NA,1992,1985,7
NL/333/85,HO/56941/92,NA,1992,1985,7
NL/333/85,OV/31/92,NA,1992,1985,7
NL/333/85,NI/3126/92,NA,1992,1985,7
NL/333/85,NL/823/92,NA,1992,1985,7
NL/333/85,PA/320/92,NA,1992,1985,7
NL/333/85,PA/325/92,NA,1992,1985,7
NL/333/85,PA/407/92,NA,1992,1985,7
NL/333/85,PA/417/92,NA,1992,1985,7
NL/333/85,PA/424/92,NA,1992,1985,7
NL/333/85,PA/457/92,NA,1992,1985,7
NL/333/85,PA/490/92,NA,1992,1985,7
NL/333/85,PA/512/92,NA,1992,1985,7
NL/333/85,PA/548/92,NA,1992,1985,7
NL/333/85,PA/564/92,NA,1992,1985,7
NL/333/85,PA/597/92,NA,1992,1985,7
NL/333/85,RD/100540/92,NA,1992,1985,7
NL/333/85,ST/8/92,NA,1992,1985,7
NL/333/85,FI/339/95,NA,1995,1985,10
NL/333/85,HK/3/95,NA,1995,1985,10
NL/333/85,FI/381/95,NA,1995,1985,10
NL/333/85,HK/38/95,NA,1995,1985,10
NL/333/85,HK/49/95,NA,1995,1985,10
NL/333/85,HK/55/95,NA,1995,1985,10
NL/333/85,LY/2279/95,NA,1995,1985,10
NL/333/85,NA/933/95,NA,1995,1985,10
NL/333/85,NL/271/95,NA,1995,1985,10
NL/333/85,VI/75/95,NA,1995,1985,10
NL/333/85,WU/359/95,NA,1995,1985,10
NL/333/85,BR/8/96,NA,1996,1985,11
NL/333/85,GE/3958/96,NA,1996,1985,11
NL/333/85,HK/20/96,NA,1996,1985,11
NL/333/85,HK/42/96,NA,1996,1985,11
NL/333/85,HK/357/96,NA,1996,1985,11
NL/333/85,HK/358/96,NA,1996,1985,11
NL/333/85,HK/434/96,NA,1996,1985,11
NL/333/85,NL/91/96,NA,1996,1985,11
NL/333/85,SP/1/96,NA,1996,1985,11
NL/333/85,HK/1/97,NA,1997,1985,12
NL/333/85,NE/491/97,NA,1997,1985,12
NL/333/85,AU/10/97,NA,1997,1985,12
NL/333/85,HK/280/97,NA,1997,1985,12
NL/333/85,NL/300/97,NA,1997,1985,12
NL/333/85,SY/5/97,NA,1997,1985,12
NL/333/85,NL/5/98,NA,1998,1985,13
NL/333/85,LY/1781/96,NA,1996,1985,11
NL/333/85,JO/10/97,NA,1997,1985,12
NL/333/85,OS/21/97,NA,1997,1985,12
NL/333/85,OS/244/97,NA,1997,1985,12
NL/333/85,NL/414/98,NA,1998,1985,13
NL/333/85,NL/462/98,NA,1998,1985,13
NL/333/85,MW/10/99,NA,1999,1985,14
NL/333/85,NL/301/99,NA,1999,1985,14
NL/333/85,NL/3/00,NA,2000,1985,15
NL/333/85,NL/427/98,NA,1998,1985,13
NL/333/85,TE/1/77,5,1977,1985,-8
NL/333/85,GF/V728/85,NA,1985,1985,0
NL/333/85,PM/2007/99,NA,1999,1985,14
NL/333/85,NL/118/01,NA,2001,1985,16
NL/333/85,NL/126/01,NA,2001,1985,16
NL/333/85,NL/1/02,NA,2002,1985,17
NL/333/85,NL/120/02,NA,2002,1985,17
NL/333/85,NL/18/94,NA,1994,1985,9
NL/333/85,FU/411/02,NA,2002,1985,17
NL/333/85,NL/22/03,NA,2003,1985,18
NL/333/85,NL/213/03,NA,2003,1985,18
NL/333/85,NL/217/03,NA,2003,1985,18
NL/333/85,NL/222/03,NA,2003,1985,18
NL/333/85,FI/170/03,NA,2003,1985,18
NL/333/85,NL/124/01,NA,2001,1985,16
NL/333/85,NL/20/03,NA,2003,1985,18
NL/333/85,HK/1/68,NA,1968,1985,-17
NL/333/85,HK/107/71,NA,1971,1985,-14
NL/333/85,EN/42/72,NA,1972,1985,-13
NL/333/85,PC/1/73,NA,1973,1985,-12
NL/333/85,VI/3/75,NA,1975,1985,-10
CE/1A/84,BI/15793/68,NA,1968,1984,-16
CE/1A/84,BI/16190/68,NA,1968,1984,-16
CE/1A/84,BI/16398/68,NA,1968,1984,-16
CE/1A/84,BI/808/69,NA,1969,1984,-15
CE/1A/84,BI/908/69,NA,1969,1984,-15
CE/1A/84,BI/17938/69,NA,1969,1984,-15
CE/1A/84,BI/93/70,NA,1970,1984,-14
CE/1A/84,BI/2668/70,NA,1970,1984,-14
CE/1A/84,BI/6449/71,NA,1971,1984,-13
CE/1A/84,BI/21438/71,NA,1971,1984,-13
CE/1A/84,BI/21801/71,NA,1971,1984,-13
CE/1A/84,BI/6022/72,NA,1972,1984,-12
CE/1A/84,BI/5168/76,NA,1976,1984,-8
CE/1A/84,BI/4273/75,NA,1975,1984,-9
CE/1A/84,BI/334/75,NA,1975,1984,-9
CE/1A/84,BI/1843/75,NA,1975,1984,-9
CE/1A/84,BI/21793/72,NA,1972,1984,-12
CE/1A/84,BI/23290/72,NA,1972,1984,-12
CE/1A/84,BI/23337/72,NA,1972,1984,-12
CE/1A/84,BI/552/73,NA,1973,1984,-11
CE/1A/84,BI/748/73,NA,1973,1984,-11
CE/1A/84,BI/3517/73,NA,1973,1984,-11
CE/1A/84,BI/5146/74,NA,1974,1984,-10
CE/1A/84,BI/5930/74,NA,1974,1984,-10
CE/1A/84,BI/5931/74,NA,1974,1984,-10
CE/1A/84,BI/7398/74,NA,1974,1984,-10
CE/1A/84,BI/9459/74,NA,1974,1984,-10
CE/1A/84,BI/2600/75,NA,1975,1984,-9
CE/1A/84,BI/2813/75,NA,1975,1984,-9
CE/1A/84,BI/628/76,NA,1976,1984,-8
CE/1A/84,BI/1761/76,NA,1976,1984,-8
CE/1A/84,BI/2271/76,NA,1976,1984,-8
CE/1A/84,BI/5029/76,NA,1976,1984,-8
CE/1A/84,BI/5657/76,NA,1976,1984,-8
CE/1A/84,BI/6545/76,NA,1976,1984,-8
CE/1A/84,AM/1609/77,NA,1977,1984,-7
CE/1A/84,BI/3895/77,NA,1977,1984,-7
CE/1A/84,RD/5828/77,NA,1977,1984,-7
CE/1A/84,RD/8179/77,NA,1977,1984,-7
CE/1A/84,NL/209/80,NA,1980,1984,-4
CE/1A/84,RD/577/80,NA,1980,1984,-4
CE/1A/84,NL/233/82,NA,1982,1984,-2
CE/1A/84,NL/241/82,NA,1982,1984,-2
