infected_strain,tested_strain,log_titer,tested_year,infected_year,year_diff
HK/1/68,BI/15793/68,5.145677455195635,1968,1968,0
HK/1/68,BI/16190/68,6,1968,1968,0
HK/1/68,BI/16398/68,6.861707286585856,1968,1968,0
HK/1/68,BI/808/69,5,1969,1968,1
HK/1/68,BI/908/69,7,1969,1968,1
HK/1/68,BI/17938/69,5.791814071161826,1969,1968,1
HK/1/68,BI/93/70,6.793115555274348,1970,1968,2
HK/1/68,BI/2668/70,5,1970,1968,2
HK/1/68,BI/6449/71,4.044394119358453,1971,1968,3
HK/1/68,BI/21438/71,6.499845887083206,1971,1968,3
HK/1/68,BI/21801/71,6.499845887083206,1971,1968,3
HK/1/68,BI/6022/72,5.501439145158873,1972,1968,4
HK/1/68,BI/5168/76,0,1976,1968,8
HK/1/68,BI/4273/75,2,1975,1968,7
HK/1/68,BI/334/75,0,1975,1968,7
HK/1/68,BI/1843/75,2,1975,1968,7
HK/1/68,BI/21793/72,3,1972,1968,4
HK/1/68,BI/23290/72,3,1972,1968,4
HK/1/68,BI/23337/72,3,1972,1968,4
HK/1/68,BI/552/73,4,1973,1968,5
HK/1/68,BI/748/73,2.37851162325373,1973,1968,5
HK/1/68,BI/3517/73,3,1973,1968,5
HK/1/68,BI/5146/74,2,1974,1968,6
HK/1/68,BI/5930/74,2,1974,1968,6
HK/1/68,BI/5931/74,0.6780719051126377,1974,1968,6
HK/1/68,BI/7398/74,1,1974,1968,6
HK/1/68,BI/9459/74,2.584962500721156,1974,1968,6
HK/1/68,BI/2600/75,3,1975,1968,7
HK/1/68,BI/2813/75,2,1975,1968,7
HK/1/68,BI/628/76,0,1976,1968,8
HK/1/68,BI/1761/76,0,1976,1968,8
HK/1/68,BI/2271/76,0,1976,1968,8
HK/1/68,BI/5029/76,0,1976,1968,8
HK/1/68,BI/5657/76,0,1976,1968,8
HK/1/68,BI/6545/76,1,1976,1968,8
HK/1/68,AM/1609/77,0,1977,1968,9
HK/1/68,BI/3895/77,0,1977,1968,9
HK/1/68,RD/5828/77,2.584962500721156,1977,1968,9
HK/1/68,RD/8179/77,2,1977,1968,9
HK/1/68,NL/209/80,0,1980,1968,12
HK/1/68,RD/577/80,0,1980,1968,12
HK/1/68,NL/233/82,NA,1982,1968,14
HK/1/68,NL/241/82,NA,1982,1968,14
HK/1/68,NL/330/85,NA,1985,1968,17
HK/1/68,ST/10/85,NA,1985,1968,17
HK/1/68,CO/2/86,0,1986,1968,18
HK/1/68,NL/450/88,NA,1988,1968,20
HK/1/68,NL/620/89,NA,1989,1968,21
HK/1/68,VI/2/90,NA,1990,1968,22
HK/1/68,LY/1149/91,NA,1991,1968,23
HK/1/68,MA/G102/93,NA,1993,1968,25
HK/1/68,MA/G252/93,NA,1993,1968,25
HK/1/68,NL/241/93,NA,1993,1968,25
HK/1/68,NL/1/95,0,1995,1968,27
HK/1/68,WE/4/85,0,1985,1968,17
HK/1/68,OK/5/88,NA,1988,1968,20
HK/1/68,SI/2/87,0,1987,1968,19
HK/1/68,VI/7/87,NA,1987,1968,19
HK/1/68,AL/4382/82,NA,1982,1968,14
HK/1/68,LY/2380/81,NA,1981,1968,13
HK/1/68,BI/4791/81,NA,1981,1968,13
HK/1/68,BI/10684/82,NA,1982,1968,14
HK/1/68,OS/13676/83,NA,1983,1968,15
HK/1/68,NL/333/85,NA,1985,1968,17
HK/1/68,BA/1/79,NA,1979,1968,11
HK/1/68,PH/2/82,0,1982,1968,14
HK/1/68,CE/1/84,NA,1984,1968,16
HK/1/68,LE/360/86,NA,1986,1968,18
HK/1/68,VI/1/88,NA,1988,1968,20
HK/1/68,CC/2/88,NA,1988,1968,20
HK/1/68,ST/12/88,NA,1988,1968,20
HK/1/68,EN/138/89,NA,1989,1968,21
HK/1/68,EI/3447/89,NA,1989,1968,21
HK/1/68,EN/427/88,NA,1988,1968,20
HK/1/68,GE/5007/89,NA,1989,1968,21
HK/1/68,WE/3/90,NA,1990,1968,22
HK/1/68,WK/1/89,NA,1989,1968,21
HK/1/68,AT/3572DASH5/88,NA,1988,1968,20
HK/1/68,SH/11/87,NA,1987,1968,19
HK/1/68,GU/54/89,NA,1989,1968,21
HK/1/68,HK/1/89,NA,1989,1968,21
HK/1/68,NL/650/89,NA,1989,1968,21
HK/1/68,NL/738/89,NA,1989,1968,21
HK/1/68,SP/35/89,NA,1989,1968,21
HK/1/68,SP/40/89,NA,1989,1968,21
HK/1/68,WE/5/89,NA,1989,1968,21
HK/1/68,ME/2/90,NA,1990,1968,22
HK/1/68,SU/1/90,NA,1990,1968,22
HK/1/68,VI/33/92,NA,1992,1968,24
HK/1/68,NL/891/91,NA,1991,1968,23
HK/1/68,CA/1/91,NA,1991,1968,23
HK/1/68,EN/260/91,NA,1991,1968,23
HK/1/68,EN/261/91,NA,1991,1968,23
HK/1/68,MA/G12/91,NA,1991,1968,23
HK/1/68,NL/816/91,NA,1991,1968,23
HK/1/68,AM/4112/92,NA,1992,1968,24
HK/1/68,ES/1285/92,NA,1992,1968,24
HK/1/68,FI/220/92,NA,1992,1968,24
HK/1/68,MA/G58/92,NA,1992,1968,24
HK/1/68,NI/3129/92,NA,1992,1968,24
HK/1/68,NL/819/92,NA,1992,1968,24
HK/1/68,NL/935/92,NA,1992,1968,24
HK/1/68,PA/583/92,NA,1992,1968,24
HK/1/68,PA/614/92,NA,1992,1968,24
HK/1/68,SA/8/92,NA,1992,1968,24
HK/1/68,SA/23/92,NA,1992,1968,24
HK/1/68,SA/27/92,NA,1992,1968,24
HK/1/68,ST/7/92,NA,1992,1968,24
HK/1/68,VI/68/92,NA,1992,1968,24
HK/1/68,GE/5366/91,NA,1991,1968,23
HK/1/68,BE/353/89,0,1989,1968,21
HK/1/68,LY/1182/91,NA,1991,1968,23
HK/1/68,BE/352/89,NA,1989,1968,21
HK/1/68,PA/467/92,NA,1992,1968,24
HK/1/68,TI/5957/92,NA,1992,1968,24
HK/1/68,AT/211/89,NA,1989,1968,21
HK/1/68,SP/34/89,NA,1989,1968,21
HK/1/68,SP/36/89,NA,1989,1968,21
HK/1/68,SP/53/89,NA,1989,1968,21
HK/1/68,VI/1/89,NA,1989,1968,21
HK/1/68,ME/5/90,NA,1990,1968,22
HK/1/68,SH/24/90,NA,1990,1968,22
HK/1/68,BE/32/92,0,1992,1968,24
HK/1/68,FI/247/92,NA,1992,1968,24
HK/1/68,NL/938/92,NA,1992,1968,24
HK/1/68,SE/C273/92,NA,1992,1968,24
HK/1/68,ST/12/92,NA,1992,1968,24
HK/1/68,ST/13/92,NA,1992,1968,24
HK/1/68,UM/1982/92,NA,1992,1968,24
HK/1/68,UM/2000/92,NA,1992,1968,24
HK/1/68,AK/4/93,NA,1993,1968,25
HK/1/68,ES/5458/93,NA,1993,1968,25
HK/1/68,MA/G101/93,NA,1993,1968,25
HK/1/68,MA/G109/93,NA,1993,1968,25
HK/1/68,MA/G116/93,NA,1993,1968,25
HK/1/68,MA/G122/93,NA,1993,1968,25
HK/1/68,MA/G130/93,NA,1993,1968,25
HK/1/68,NL/3/93,NA,1993,1968,25
HK/1/68,NL/17/93,NA,1993,1968,25
HK/1/68,NL/101/93,NA,1993,1968,25
HK/1/68,NL/115/93,NA,1993,1968,25
HK/1/68,NL/126/93,NA,1993,1968,25
HK/1/68,NL/165/93,NA,1993,1968,25
HK/1/68,NL/179/93,NA,1993,1968,25
HK/1/68,PA/287/93,NA,1993,1968,25
HK/1/68,SG/6/93,NA,1993,1968,25
HK/1/68,YA/56/93,NA,1993,1968,25
HK/1/68,YA/61/93,NA,1993,1968,25
HK/1/68,YA/62/93,NA,1993,1968,25
HK/1/68,NL/399/93,NA,1993,1968,25
HK/1/68,SD/9/93,NA,1993,1968,25
HK/1/68,LY/672/93,NA,1993,1968,25
HK/1/68,LY/1803/93,NA,1993,1968,25
HK/1/68,NL/357/93,NA,1993,1968,25
HK/1/68,NL/371/93,NA,1993,1968,25
HK/1/68,NL/372/93,NA,1993,1968,25
HK/1/68,NL/398/93,NA,1993,1968,25
HK/1/68,NL/440/93,NA,1993,1968,25
HK/1/68,OS/2219/93,NA,1993,1968,25
HK/1/68,OS/2352/93,NA,1993,1968,25
HK/1/68,ST/20/93,NA,1993,1968,25
HK/1/68,VI/104/93,NA,1993,1968,25
HK/1/68,WE/59/93,NA,1993,1968,25
HK/1/68,SP/19/93,NA,1993,1968,25
HK/1/68,LY/1815/93,NA,1993,1968,25
HK/1/68,LY/22686/93,NA,1993,1968,25
HK/1/68,LY/23602/93,NA,1993,1968,25
HK/1/68,SP/3/93,NA,1993,1968,25
HK/1/68,HK/1/94,NA,1994,1968,26
HK/1/68,HK/2/94,NA,1994,1968,26
HK/1/68,HK/55/94,NA,1994,1968,26
HK/1/68,HK/56/94,NA,1994,1968,26
HK/1/68,SA/15/94,NA,1994,1968,26
HK/1/68,SA/25/94,NA,1994,1968,26
HK/1/68,GD/25/93,0,1993,1968,25
HK/1/68,SL/142/93,NA,1993,1968,25
HK/1/68,SL/160/93,NA,1993,1968,25
HK/1/68,EN/7/94,NA,1994,1968,26
HK/1/68,JO/33/94,0,1994,1968,26
HK/1/68,FI/338/95,NA,1995,1968,27
HK/1/68,ST/506/95,NA,1995,1968,27
HK/1/68,JO/47/94,NA,1994,1968,26
HK/1/68,GE/A9509/95,NA,1995,1968,27
HK/1/68,HK/32/95,NA,1995,1968,27
HK/1/68,GE/6447/91,NA,1991,1968,23
HK/1/68,LY/1189/91,NA,1991,1968,23
HK/1/68,LY/1276/91,NA,1991,1968,23
HK/1/68,LY/1337/91,NA,1991,1968,23
HK/1/68,LY/1373/91,NA,1991,1968,23
HK/1/68,LY/1594/91,NA,1991,1968,23
HK/1/68,LY/23672/91,NA,1991,1968,23
HK/1/68,LY/24103/91,NA,1991,1968,23
HK/1/68,LY/24222/91,NA,1991,1968,23
HK/1/68,ST/20/91,NA,1991,1968,23
HK/1/68,FI/218/92,NA,1992,1968,24
HK/1/68,GE/5113/92,NA,1992,1968,24
HK/1/68,HO/56798/92,NA,1992,1968,24
HK/1/68,HO/56829/92,NA,1992,1968,24
HK/1/68,HO/56941/92,NA,1992,1968,24
HK/1/68,OV/31/92,NA,1992,1968,24
HK/1/68,NI/3126/92,NA,1992,1968,24
HK/1/68,NL/823/92,NA,1992,1968,24
HK/1/68,PA/320/92,NA,1992,1968,24
HK/1/68,PA/325/92,NA,1992,1968,24
HK/1/68,PA/407/92,NA,1992,1968,24
HK/1/68,PA/417/92,NA,1992,1968,24
HK/1/68,PA/424/92,NA,1992,1968,24
HK/1/68,PA/457/92,NA,1992,1968,24
HK/1/68,PA/490/92,NA,1992,1968,24
HK/1/68,PA/512/92,NA,1992,1968,24
HK/1/68,PA/548/92,NA,1992,1968,24
HK/1/68,PA/564/92,NA,1992,1968,24
HK/1/68,PA/597/92,NA,1992,1968,24
HK/1/68,RD/100540/92,NA,1992,1968,24
HK/1/68,ST/8/92,NA,1992,1968,24
HK/1/68,FI/339/95,NA,1995,1968,27
HK/1/68,HK/3/95,NA,1995,1968,27
HK/1/68,FI/381/95,NA,1995,1968,27
HK/1/68,HK/38/95,NA,1995,1968,27
HK/1/68,HK/49/95,NA,1995,1968,27
HK/1/68,HK/55/95,NA,1995,1968,27
HK/1/68,LY/2279/95,0,1995,1968,27
HK/1/68,NA/933/95,0,1995,1968,27
HK/1/68,NL/271/95,NA,1995,1968,27
HK/1/68,VI/75/95,NA,1995,1968,27
HK/1/68,WU/359/95,NA,1995,1968,27
HK/1/68,BR/8/96,NA,1996,1968,28
HK/1/68,GE/3958/96,NA,1996,1968,28
HK/1/68,HK/20/96,NA,1996,1968,28
HK/1/68,HK/42/96,NA,1996,1968,28
HK/1/68,HK/357/96,NA,1996,1968,28
HK/1/68,HK/358/96,NA,1996,1968,28
HK/1/68,HK/434/96,NA,1996,1968,28
HK/1/68,NL/91/96,NA,1996,1968,28
HK/1/68,SP/1/96,0,1996,1968,28
HK/1/68,HK/1/97,NA,1997,1968,29
HK/1/68,NE/491/97,NA,1997,1968,29
HK/1/68,AU/10/97,0,1997,1968,29
HK/1/68,HK/280/97,NA,1997,1968,29
HK/1/68,NL/300/97,0,1997,1968,29
HK/1/68,SY/5/97,0,1997,1968,29
HK/1/68,NL/5/98,0,1998,1968,30
HK/1/68,LY/1781/96,NA,1996,1968,28
HK/1/68,JO/10/97,NA,1997,1968,29
HK/1/68,OS/21/97,NA,1997,1968,29
HK/1/68,OS/244/97,NA,1997,1968,29
HK/1/68,NL/414/98,0,1998,1968,30
HK/1/68,NL/462/98,NA,1998,1968,30
HK/1/68,MW/10/99,NA,1999,1968,31
HK/1/68,NL/301/99,NA,1999,1968,31
HK/1/68,NL/3/00,NA,2000,1968,32
HK/1/68,NL/427/98,0,1998,1968,30
HK/1/68,TE/1/77,NA,1977,1968,9
HK/1/68,GF/V728/85,NA,1985,1968,17
HK/1/68,PM/2007/99,NA,1999,1968,31
HK/1/68,NL/118/01,NA,2001,1968,33
HK/1/68,NL/126/01,NA,2001,1968,33
HK/1/68,NL/1/02,NA,2002,1968,34
HK/1/68,NL/120/02,NA,2002,1968,34
HK/1/68,NL/18/94,0,1994,1968,26
HK/1/68,FU/411/02,NA,2002,1968,34
HK/1/68,NL/22/03,NA,2003,1968,35
HK/1/68,NL/213/03,NA,2003,1968,35
HK/1/68,NL/217/03,NA,2003,1968,35
HK/1/68,NL/222/03,NA,2003,1968,35
HK/1/68,FI/170/03,NA,2003,1968,35
HK/1/68,NL/124/01,NA,2001,1968,33
HK/1/68,NL/20/03,NA,2003,1968,35
HK/1/68,HK/1/68,7,1968,1968,0
HK/1/68,HK/107/71,NA,1971,1968,3
HK/1/68,EN/42/72,NA,1972,1968,4
HK/1/68,PC/1/73,2.765534746362977,1973,1968,5
HK/1/68,VI/3/75,NA,1975,1968,7
EN/42/72,BI/15793/68,5.646738698307846,1968,1972,-4
EN/42/72,BI/16190/68,5,1968,1972,-4
EN/42/72,BI/16398/68,6.861707286585856,1968,1972,-4
EN/42/72,BI/808/69,6,1969,1972,-3
EN/42/72,BI/908/69,6,1969,1972,-3
EN/42/72,BI/17938/69,5.501439145158873,1969,1972,-3
EN/42/72,BI/93/70,6,1970,1972,-2
EN/42/72,BI/2668/70,5,1970,1972,-2
EN/42/72,BI/6449/71,5.292781749227846,1971,1972,-1
EN/42/72,BI/21438/71,6.499845887083206,1971,1972,-1
EN/42/72,BI/21801/71,6.499845887083206,1971,1972,-1
EN/42/72,BI/6022/72,6.499845887083206,1972,1972,0
EN/42/72,BI/5168/76,4,1976,1972,4
EN/42/72,BI/4273/75,5,1975,1972,3
EN/42/72,BI/334/75,5,1975,1972,3
EN/42/72,BI/1843/75,4,1975,1972,3
EN/42/72,BI/21793/72,7,1972,1972,0
EN/42/72,BI/23290/72,6,1972,1972,0
EN/42/72,BI/23337/72,6,1972,1972,0
EN/42/72,BI/552/73,6,1973,1972,1
EN/42/72,BI/748/73,6,1973,1972,1
EN/42/72,BI/3517/73,7,1973,1972,1
EN/42/72,BI/5146/74,5,1974,1972,2
EN/42/72,BI/5930/74,5,1974,1972,2
EN/42/72,BI/5931/74,4.862947248020921,1974,1972,2
EN/42/72,BI/7398/74,5,1974,1972,2
EN/42/72,BI/9459/74,5.292781749227846,1974,1972,2
EN/42/72,BI/2600/75,5,1975,1972,3
EN/42/72,BI/2813/75,5,1975,1972,3
EN/42/72,BI/628/76,3.584962500721156,1976,1972,4
EN/42/72,BI/1761/76,5,1976,1972,4
EN/42/72,BI/2271/76,3.584962500721156,1976,1972,4
EN/42/72,BI/5029/76,4,1976,1972,4
EN/42/72,BI/5657/76,4,1976,1972,4
EN/42/72,BI/6545/76,4.392317422778761,1976,1972,4
EN/42/72,AM/1609/77,5,1977,1972,5
EN/42/72,BI/3895/77,5,1977,1972,5
EN/42/72,RD/5828/77,5,1977,1972,5
EN/42/72,RD/8179/77,5,1977,1972,5
EN/42/72,NL/209/80,0.5849625007211562,1980,1972,8
EN/42/72,RD/577/80,0,1980,1972,8
EN/42/72,NL/233/82,NA,1982,1972,10
EN/42/72,NL/241/82,NA,1982,1972,10
EN/42/72,NL/330/85,NA,1985,1972,13
EN/42/72,ST/10/85,NA,1985,1972,13
EN/42/72,CO/2/86,0,1986,1972,14
EN/42/72,NL/450/88,NA,1988,1972,16
EN/42/72,NL/620/89,NA,1989,1972,17
EN/42/72,VI/2/90,NA,1990,1972,18
EN/42/72,LY/1149/91,NA,1991,1972,19
EN/42/72,MA/G102/93,NA,1993,1972,21
EN/42/72,MA/G252/93,NA,1993,1972,21
EN/42/72,NL/241/93,NA,1993,1972,21
EN/42/72,NL/1/95,NA,1995,1972,23
EN/42/72,WE/4/85,0,1985,1972,13
EN/42/72,OK/5/88,NA,1988,1972,16
EN/42/72,SI/2/87,0,1987,1972,15
EN/42/72,VI/7/87,NA,1987,1972,15
EN/42/72,AL/4382/82,NA,1982,1972,10
EN/42/72,LY/2380/81,NA,1981,1972,9
EN/42/72,BI/4791/81,NA,1981,1972,9
EN/42/72,BI/10684/82,NA,1982,1972,10
EN/42/72,OS/13676/83,NA,1983,1972,11
EN/42/72,NL/333/85,NA,1985,1972,13
EN/42/72,BA/1/79,0,1979,1972,7
EN/42/72,PH/2/82,0,1982,1972,10
EN/42/72,CE/1/84,NA,1984,1972,12
EN/42/72,LE/360/86,0,1986,1972,14
EN/42/72,VI/1/88,NA,1988,1972,16
EN/42/72,CC/2/88,NA,1988,1972,16
EN/42/72,ST/12/88,NA,1988,1972,16
EN/42/72,EN/138/89,NA,1989,1972,17
EN/42/72,EI/3447/89,NA,1989,1972,17
EN/42/72,EN/427/88,NA,1988,1972,16
EN/42/72,GE/5007/89,NA,1989,1972,17
EN/42/72,WE/3/90,NA,1990,1972,18
EN/42/72,WK/1/89,NA,1989,1972,17
EN/42/72,AT/3572DASH5/88,NA,1988,1972,16
EN/42/72,SH/11/87,0,1987,1972,15
EN/42/72,GU/54/89,0,1989,1972,17
EN/42/72,HK/1/89,NA,1989,1972,17
EN/42/72,NL/650/89,NA,1989,1972,17
EN/42/72,NL/738/89,NA,1989,1972,17
EN/42/72,SP/35/89,NA,1989,1972,17
EN/42/72,SP/40/89,NA,1989,1972,17
EN/42/72,WE/5/89,NA,1989,1972,17
EN/42/72,ME/2/90,NA,1990,1972,18
EN/42/72,SU/1/90,NA,1990,1972,18
EN/42/72,VI/33/92,NA,1992,1972,20
EN/42/72,NL/891/91,NA,1991,1972,19
EN/42/72,CA/1/91,NA,1991,1972,19
EN/42/72,EN/260/91,NA,1991,1972,19
EN/42/72,EN/261/91,NA,1991,1972,19
EN/42/72,MA/G12/91,NA,1991,1972,19
EN/42/72,NL/816/91,NA,1991,1972,19
EN/42/72,AM/4112/92,NA,1992,1972,20
EN/42/72,ES/1285/92,NA,1992,1972,20
EN/42/72,FI/220/92,NA,1992,1972,20
EN/42/72,MA/G58/92,NA,1992,1972,20
EN/42/72,NI/3129/92,NA,1992,1972,20
EN/42/72,NL/819/92,NA,1992,1972,20
EN/42/72,NL/935/92,NA,1992,1972,20
EN/42/72,PA/583/92,NA,1992,1972,20
EN/42/72,PA/614/92,NA,1992,1972,20
EN/42/72,SA/8/92,NA,1992,1972,20
EN/42/72,SA/23/92,NA,1992,1972,20
EN/42/72,SA/27/92,NA,1992,1972,20
EN/42/72,ST/7/92,NA,1992,1972,20
EN/42/72,VI/68/92,NA,1992,1972,20
EN/42/72,GE/5366/91,NA,1991,1972,19
EN/42/72,BE/353/89,0,1989,1972,17
EN/42/72,LY/1182/91,NA,1991,1972,19
EN/42/72,BE/352/89,NA,1989,1972,17
EN/42/72,PA/467/92,NA,1992,1972,20
EN/42/72,TI/5957/92,NA,1992,1972,20
EN/42/72,AT/211/89,NA,1989,1972,17
EN/42/72,SP/34/89,NA,1989,1972,17
EN/42/72,SP/36/89,NA,1989,1972,17
EN/42/72,SP/53/89,NA,1989,1972,17
EN/42/72,VI/1/89,NA,1989,1972,17
EN/42/72,ME/5/90,NA,1990,1972,18
EN/42/72,SH/24/90,NA,1990,1972,18
EN/42/72,BE/32/92,0,1992,1972,20
EN/42/72,FI/247/92,NA,1992,1972,20
EN/42/72,NL/938/92,NA,1992,1972,20
EN/42/72,SE/C273/92,NA,1992,1972,20
EN/42/72,ST/12/92,NA,1992,1972,20
EN/42/72,ST/13/92,NA,1992,1972,20
EN/42/72,UM/1982/92,NA,1992,1972,20
EN/42/72,UM/2000/92,NA,1992,1972,20
EN/42/72,AK/4/93,NA,1993,1972,21
EN/42/72,ES/5458/93,NA,1993,1972,21
EN/42/72,MA/G101/93,NA,1993,1972,21
EN/42/72,MA/G109/93,NA,1993,1972,21
EN/42/72,MA/G116/93,NA,1993,1972,21
EN/42/72,MA/G122/93,NA,1993,1972,21
EN/42/72,MA/G130/93,NA,1993,1972,21
EN/42/72,NL/3/93,NA,1993,1972,21
EN/42/72,NL/17/93,NA,1993,1972,21
EN/42/72,NL/101/93,NA,1993,1972,21
EN/42/72,NL/115/93,NA,1993,1972,21
EN/42/72,NL/126/93,NA,1993,1972,21
EN/42/72,NL/165/93,NA,1993,1972,21
EN/42/72,NL/179/93,NA,1993,1972,21
EN/42/72,PA/287/93,NA,1993,1972,21
EN/42/72,SG/6/93,NA,1993,1972,21
EN/42/72,YA/56/93,NA,1993,1972,21
EN/42/72,YA/61/93,NA,1993,1972,21
EN/42/72,YA/62/93,NA,1993,1972,21
EN/42/72,NL/399/93,NA,1993,1972,21
EN/42/72,SD/9/93,0,1993,1972,21
EN/42/72,LY/672/93,NA,1993,1972,21
EN/42/72,LY/1803/93,NA,1993,1972,21
EN/42/72,NL/357/93,NA,1993,1972,21
EN/42/72,NL/371/93,NA,1993,1972,21
EN/42/72,NL/372/93,NA,1993,1972,21
EN/42/72,NL/398/93,NA,1993,1972,21
EN/42/72,NL/440/93,NA,1993,1972,21
EN/42/72,OS/2219/93,NA,1993,1972,21
EN/42/72,OS/2352/93,NA,1993,1972,21
EN/42/72,ST/20/93,NA,1993,1972,21
EN/42/72,VI/104/93,NA,1993,1972,21
EN/42/72,WE/59/93,NA,1993,1972,21
EN/42/72,SP/19/93,NA,1993,1972,21
EN/42/72,LY/1815/93,NA,1993,1972,21
EN/42/72,LY/22686/93,NA,1993,1972,21
EN/42/72,LY/23602/93,NA,1993,1972,21
EN/42/72,SP/3/93,NA,1993,1972,21
EN/42/72,HK/1/94,NA,1994,1972,22
EN/42/72,HK/2/94,NA,1994,1972,22
EN/42/72,HK/55/94,NA,1994,1972,22
EN/42/72,HK/56/94,NA,1994,1972,22
EN/42/72,SA/15/94,NA,1994,1972,22
EN/42/72,SA/25/94,NA,1994,1972,22
EN/42/72,GD/25/93,NA,1993,1972,21
EN/42/72,SL/142/93,NA,1993,1972,21
EN/42/72,SL/160/93,NA,1993,1972,21
EN/42/72,EN/7/94,NA,1994,1972,22
EN/42/72,JO/33/94,0,1994,1972,22
EN/42/72,FI/338/95,NA,1995,1972,23
EN/42/72,ST/506/95,NA,1995,1972,23
EN/42/72,JO/47/94,NA,1994,1972,22
EN/42/72,GE/A9509/95,NA,1995,1972,23
EN/42/72,HK/32/95,NA,1995,1972,23
EN/42/72,GE/6447/91,NA,1991,1972,19
EN/42/72,LY/1189/91,NA,1991,1972,19
EN/42/72,LY/1276/91,NA,1991,1972,19
EN/42/72,LY/1337/91,NA,1991,1972,19
EN/42/72,LY/1373/91,NA,1991,1972,19
EN/42/72,LY/1594/91,NA,1991,1972,19
EN/42/72,LY/23672/91,NA,1991,1972,19
EN/42/72,LY/24103/91,NA,1991,1972,19
EN/42/72,LY/24222/91,NA,1991,1972,19
EN/42/72,ST/20/91,NA,1991,1972,19
EN/42/72,FI/218/92,NA,1992,1972,20
EN/42/72,GE/5113/92,NA,1992,1972,20
EN/42/72,HO/56798/92,NA,1992,1972,20
EN/42/72,HO/56829/92,NA,1992,1972,20
EN/42/72,HO/56941/92,NA,1992,1972,20
EN/42/72,OV/31/92,NA,1992,1972,20
EN/42/72,NI/3126/92,NA,1992,1972,20
EN/42/72,NL/823/92,NA,1992,1972,20
EN/42/72,PA/320/92,NA,1992,1972,20
EN/42/72,PA/325/92,NA,1992,1972,20
EN/42/72,PA/407/92,NA,1992,1972,20
EN/42/72,PA/417/92,NA,1992,1972,20
EN/42/72,PA/424/92,NA,1992,1972,20
EN/42/72,PA/457/92,NA,1992,1972,20
EN/42/72,PA/490/92,NA,1992,1972,20
EN/42/72,PA/512/92,NA,1992,1972,20
EN/42/72,PA/548/92,NA,1992,1972,20
EN/42/72,PA/564/92,NA,1992,1972,20
EN/42/72,PA/597/92,NA,1992,1972,20
EN/42/72,RD/100540/92,NA,1992,1972,20
EN/42/72,ST/8/92,NA,1992,1972,20
EN/42/72,FI/339/95,NA,1995,1972,23
EN/42/72,HK/3/95,NA,1995,1972,23
EN/42/72,FI/381/95,NA,1995,1972,23
EN/42/72,HK/38/95,NA,1995,1972,23
EN/42/72,HK/49/95,NA,1995,1972,23
EN/42/72,HK/55/95,NA,1995,1972,23
EN/42/72,LY/2279/95,NA,1995,1972,23
EN/42/72,NA/933/95,NA,1995,1972,23
EN/42/72,NL/271/95,NA,1995,1972,23
EN/42/72,VI/75/95,NA,1995,1972,23
EN/42/72,WU/359/95,NA,1995,1972,23
EN/42/72,BR/8/96,NA,1996,1972,24
EN/42/72,GE/3958/96,NA,1996,1972,24
EN/42/72,HK/20/96,NA,1996,1972,24
EN/42/72,HK/42/96,NA,1996,1972,24
EN/42/72,HK/357/96,NA,1996,1972,24
EN/42/72,HK/358/96,NA,1996,1972,24
EN/42/72,HK/434/96,NA,1996,1972,24
EN/42/72,NL/91/96,NA,1996,1972,24
EN/42/72,SP/1/96,NA,1996,1972,24
EN/42/72,HK/1/97,NA,1997,1972,25
EN/42/72,NE/491/97,NA,1997,1972,25
EN/42/72,AU/10/97,NA,1997,1972,25
EN/42/72,HK/280/97,NA,1997,1972,25
EN/42/72,NL/300/97,NA,1997,1972,25
EN/42/72,SY/5/97,NA,1997,1972,25
EN/42/72,NL/5/98,NA,1998,1972,26
EN/42/72,LY/1781/96,NA,1996,1972,24
EN/42/72,JO/10/97,NA,1997,1972,25
EN/42/72,OS/21/97,NA,1997,1972,25
EN/42/72,OS/244/97,NA,1997,1972,25
EN/42/72,NL/414/98,NA,1998,1972,26
EN/42/72,NL/462/98,NA,1998,1972,26
EN/42/72,MW/10/99,NA,1999,1972,27
EN/42/72,NL/301/99,NA,1999,1972,27
EN/42/72,NL/3/00,NA,2000,1972,28
EN/42/72,NL/427/98,NA,1998,1972,26
EN/42/72,TE/1/77,3,1977,1972,5
EN/42/72,GF/V728/85,NA,1985,1972,13
EN/42/72,PM/2007/99,NA,1999,1972,27
EN/42/72,NL/118/01,NA,2001,1972,29
EN/42/72,NL/126/01,NA,2001,1972,29
EN/42/72,NL/1/02,NA,2002,1972,30
EN/42/72,NL/120/02,NA,2002,1972,30
EN/42/72,NL/18/94,NA,1994,1972,22
EN/42/72,FU/411/02,NA,2002,1972,30
EN/42/72,NL/22/03,NA,2003,1972,31
EN/42/72,NL/213/03,NA,2003,1972,31
EN/42/72,NL/217/03,NA,2003,1972,31
EN/42/72,NL/222/03,NA,2003,1972,31
EN/42/72,FI/170/03,NA,2003,1972,31
EN/42/72,NL/124/01,NA,2001,1972,29
EN/42/72,NL/20/03,NA,2003,1972,31
EN/42/72,HK/1/68,8,1968,1972,-4
EN/42/72,HK/107/71,5,1971,1972,-1
EN/42/72,EN/42/72,9,1972,1972,0
EN/42/72,PC/1/73,6,1973,1972,1
EN/42/72,VI/3/75,5,1975,1972,3
PC/1/73,BI/15793/68,3.4462562298895643,1968,1973,-5
PC/1/73,BI/16190/68,3,1968,1973,-5
