"study","infected_year","tested_year","log_titer"
"who",2013,2015,1
"who",2013,2015,2
"who",2013,2015,1
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,1
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,2
"who",2014,2014,4
"who",2014,2014,2
"who",2014,2014,3
"who",2014,2014,3
"who",2014,2014,3
"who",2014,2014,4
"who",2014,2014,3
"who",2014,2015,4
"who",2014,2015,3
"who",2014,2015,3
"who",2014,2015,3
"who",2014,2015,1
"who",2014,2015,3
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,3
"who",2014,2015,2
"who",2014,2015,4
"who",2014,2015,3
"who",2014,2015,3
"who",2014,2015,2
"who",2013,2013,5
"who",2013,2014,3
"who",2013,2014,1
"who",2013,2014,2
"who",2013,2014,1
"who",2013,2014,1
"who",2013,2014,2
"who",2013,2014,1
"who",2013,2015,2
"who",2013,2015,1
"who",2013,2015,1
"who",2013,2015,1
"who",2013,2015,1
"who",2013,2015,1
"who",2013,2015,2
"who",2013,2015,2
"who",2013,2015,2
"who",2013,2015,1
"who",2013,2015,2
"who",2013,2015,1
"who",2013,2015,1
"who",2013,2015,1
"who",2014,2014,1
"who",2014,2014,1
"who",2014,2014,1
"who",2014,2014,1
"who",2014,2014,1
"who",2014,2014,1
"who",2014,2014,1
"who",2014,2015,1
"who",2014,2015,2
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,2
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,2
"who",2014,2015,1
"who",2014,2015,1
"who",2009,2014,2
"who",2009,2014,2
"who",2009,2014,2
"who",2009,2014,3
"who",2009,2014,1
"who",2009,2015,1
"who",2009,2015,3
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,3
"who",2009,2015,4
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,3
"who",2009,2015,1
"who",2009,2015,4
"who",2009,2015,3
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,3
"who",2009,2015,1
"who",2009,2015,2
"who",2009,2015,4
"who",2009,2015,3
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,3
"who",2009,2015,4
"who",2009,2015,1
"who",2012,2014,6
"who",2012,2014,4
"who",2012,2014,5
"who",2012,2014,5
"who",2012,2014,4
"who",2012,2015,3
"who",2012,2015,5
"who",2012,2015,4
"who",2012,2015,3
"who",2012,2015,3
"who",2012,2015,6
"who",2012,2015,7
"who",2012,2015,3
"who",2012,2015,4
"who",2012,2015,3
"who",2012,2015,6
"who",2012,2015,3
"who",2012,2015,7
"who",2012,2015,6
"who",2012,2015,3
"who",2012,2015,3
"who",2012,2015,6
"who",2012,2015,3
"who",2012,2015,4
"who",2012,2015,6
"who",2012,2015,6
"who",2012,2015,3
"who",2012,2015,3
"who",2012,2015,6
"who",2012,2015,6
"who",2012,2015,3
"who",2013,2014,2
"who",2013,2014,2
"who",2013,2014,3
"who",2013,2014,3
"who",2013,2014,3
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,2
"who",2013,2015,1
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,4
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,2
"who",2013,2015,4
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,2
"who",2013,2015,4
"who",2013,2015,1
"who",2013,2015,2
"who",2013,2015,4
"who",2013,2015,4
"who",2013,2015,2
"who",2013,2015,2
"who",2013,2015,4
"who",2013,2015,3
"who",2013,2015,3
"who",2014,2012,7
"who",2014,2014,3
"who",2014,2014,4
"who",2014,2014,4
"who",2014,2014,4
"who",2014,2014,4
"who",2014,2015,2
"who",2014,2015,4
"who",2014,2015,5
"who",2014,2015,3
"who",2014,2015,3
"who",2014,2015,4
"who",2014,2015,5
"who",2014,2015,3
"who",2014,2015,5
"who",2014,2015,3
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,5
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,3
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,3
"who",2014,2015,5
"who",2014,2015,4
"who",2014,2015,3
"who",2014,2015,3
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,4
"who",2013,2014,2
"who",2013,2014,1
"who",2013,2014,2
"who",2013,2014,2
"who",2013,2014,3
"who",2013,2015,1
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,1
"who",2013,2015,1
"who",2013,2015,2
"who",2013,2015,4
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,1
"who",2013,2015,2
"who",2013,2015,1
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,1
"who",2013,2015,3
"who",2013,2015,2
"who",2013,2015,1
"who",2013,2015,4
"who",2013,2015,3
"who",2013,2015,1
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,2
"who",2014,2013,3
"who",2014,2014,1
"who",2014,2014,1
"who",2014,2014,1
"who",2014,2014,2
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,2
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,2
"who",2014,2015,2
"who",2014,2015,2
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,2
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,2
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,2
"who",2009,2014,1
"who",2009,2014,1
"who",2009,2014,2
"who",2009,2014,1
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,2
"who",2009,2015,1
"who",2009,2015,1
"who",2012,2013,6
"who",2012,2014,2
"who",2012,2014,2
"who",2012,2014,2
"who",2012,2015,2
"who",2012,2015,3
"who",2012,2015,2
"who",2012,2015,3
"who",2012,2015,4
"who",2012,2015,3
"who",2012,2015,3
"who",2013,2014,1
"who",2013,2014,1
"who",2013,2014,1
"who",2013,2014,1
"who",2013,2014,2
"who",2013,2014,2
"who",2013,2015,2
"who",2013,2015,2
"who",2013,2015,1
"who",2013,2015,2
"who",2013,2015,2
"who",2013,2015,2
"who",2013,2015,3
"who",2014,2014,2
"who",2014,2014,2
"who",2014,2014,3
"who",2014,2014,3
"who",2014,2015,2
"who",2014,2015,4
"who",2014,2015,2
"who",2014,2015,3
"who",2014,2015,3
"who",2014,2015,3
"who",2014,2015,3
"who",2013,2009,1
"who",2013,2013,5
"who",2013,2014,1
"who",2013,2014,1
"who",2013,2014,1
"who",2013,2014,1
"who",2013,2014,2
"who",2013,2014,1
"who",2013,2015,1
"who",2013,2015,2
"who",2013,2015,1
"who",2013,2015,1
"who",2013,2015,1
"who",2013,2015,1
"who",2014,2014,6
"who",2014,2014,6
"who",2014,2014,5
"who",2014,2014,5
"who",2014,2014,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2015,1
"who",2014,2014,3
"who",2014,2014,4
"who",2014,2014,4
"who",2014,2015,2
"who",2014,2015,1
"who",2014,2013,1
"who",2014,2014,3
"who",2014,2014,7
"who",2014,2014,7
"who",2014,2014,7
"who",2014,2014,6
"who",2014,2015,2
"who",2014,2015,1
"who",2014,2013,3
"who",2014,2014,3
"who",2014,2014,6
"who",2014,2014,6
"who",2014,2014,6
"who",2014,2014,6
"who",2014,2015,3
"who",2014,2015,3
"who",2014,2013,2
"who",2014,2014,2
"who",2014,2014,5
"who",2014,2014,6
"who",2014,2014,5
"who",2014,2014,6
"who",2014,2015,2
"who",2014,2015,1
"who",2009,2014,1
"who",2009,2014,1
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2014,1
"who",2012,2014,2
"who",2012,2014,2
"who",2012,2014,2
"who",2012,2015,2
"who",2012,2015,2
"who",2012,2015,2
"who",2012,2015,2
"who",2012,2014,2
"who",2013,2014,1
"who",2013,2014,1
"who",2013,2015,1
"who",2013,2015,1
"who",2013,2015,1
"who",2013,2015,1
"who",2013,2014,1
"who",2014,2014,3
"who",2014,2014,2
"who",2014,2014,3
"who",2014,2014,3
"who",2014,2015,2
"who",2014,2015,3
"who",2014,2015,2
"who",2014,2015,2
"who",2014,2014,3
"who",2013,2014,1
"who",2013,2014,2
"who",2013,2014,2
"who",2013,2015,1
"who",2013,2015,1
"who",2013,2015,2
"who",2013,2015,1
"who",2013,2014,2
"who",2014,2014,2
"who",2014,2014,6
"who",2014,2014,5
"who",2014,2014,6
"who",2014,2015,5
"who",2014,2015,5
"who",2014,2015,5
"who",2014,2015,5
"who",2014,2014,6
"who",2014,2009,1
"who",2014,2012,3
"who",2014,2013,3
"who",2014,2014,4
"who",2014,2014,4
"who",2014,2015,3
"who",2014,2015,3
"who",2014,2015,3
"who",2014,2015,3
"who",2014,2014,3
"who",2014,2009,2
"who",2014,2012,2
"who",2014,2013,2
"who",2014,2014,3
"who",2014,2014,2
"who",2014,2013,2
"who",2014,2014,2
"who",2014,2014,7
"who",2014,2014,3
"who",2014,2014,7
"who",2014,2014,6
"who",2014,2014,6
"who",2014,2014,6
"who",2014,2015,6
"who",2014,2015,6
"who",2014,2015,6
"who",2014,2015,6
"who",2014,2014,6
"who",2014,2009,4
"who",2014,2012,5
"who",2014,2013,4
"who",2014,2014,3
"who",2014,2014,4
"who",2014,2014,7
"who",2014,2014,6
"who",2014,2014,6
"who",2014,2014,7
"who",2014,2015,5
"who",2014,2015,6
"who",2014,2015,6
"who",2014,2015,5
"who",2014,2014,6
"who",2014,2014,5
"who",2014,2014,6
"who",2014,2009,2
"who",2014,2012,4
"who",2014,2013,3
"who",2014,2014,3
"who",2014,2013,2
"who",2014,2013,3
"who",2014,2014,2
"who",2014,2014,6
"who",2014,2014,2
"who",2014,2014,6
"who",2014,2014,6
"who",2014,2014,6
"who",2014,2014,6
"who",2014,2014,6
"who",2014,2015,5
"who",2014,2015,5
"who",2014,2015,5
"who",2014,2015,5
"who",2014,2014,5
"who",2014,2014,6
"who",2014,2014,5
"who",2014,2014,6
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,4
"who",2009,2015,4
"who",2009,2015,4
"who",2009,2015,3
"who",2009,2015,2
"who",2009,2015,2
"who",2009,2015,3
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,3
"who",2009,2015,3
"who",2009,2015,1
"who",2012,2015,2
"who",2012,2015,2
"who",2012,2015,6
"who",2012,2015,7
"who",2012,2015,7
"who",2012,2015,5
"who",2012,2015,2
"who",2012,2015,4
"who",2012,2015,6
"who",2012,2015,3
"who",2012,2015,3
"who",2012,2015,7
"who",2012,2015,7
"who",2012,2015,3
"who",2013,2014,4
"who",2013,2015,2
"who",2013,2015,1
"who",2013,2015,4
"who",2013,2015,4
"who",2013,2015,4
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,1
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,4
"who",2013,2015,4
"who",2013,2015,2
"who",2014,2015,2
"who",2014,2015,2
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,3
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,3
"who",2013,2014,4
"who",2013,2015,3
"who",2013,2015,2
"who",2013,2015,1
"who",2013,2015,4
"who",2013,2015,4
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,4
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,4
"who",2013,2015,2
"who",2014,2013,4
"who",2014,2013,4
"who",2014,2014,2
"who",2014,2014,4
"who",2014,2015,3
"who",2014,2015,2
"who",2014,2015,3
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,3
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,3
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,3
"who",2009,2014,4
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,1
"who",2009,2015,1
"who",2012,2014,6
"who",2012,2015,4
"who",2012,2015,3
"who",2012,2015,4
"who",2012,2015,3
"who",2012,2015,4
"who",2012,2015,4
"who",2012,2015,3
"who",2012,2015,3
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,2
"who",2013,2015,3
"who",2014,2014,5
"who",2014,2015,3
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,3
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,3
"who",2014,2015,3
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,2
"who",2013,2015,2
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,3
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,3
"who",2014,2015,4
"who",2020,2021,2
"who",2020,2020,5
"who",2020,2020,2
"who",2020,2021,5
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,5
"who",2020,2021,3
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,4
"who",2020,2021,5
"who",2020,2021,2
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,4
"who",2020,2021,4
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,4
"who",2020,2021,2
"who",2020,2021,5
"who",2020,2021,4
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,2
"who",2020,2021,3
"who",2020,2021,5
"who",2020,2021,3
"who",2021,2019,4
"who",2021,2019,2
"who",2021,2020,3
"who",2021,2021,5
"who",2021,2021,2
"who",2021,2020,5
"who",2021,2020,1
"who",2021,2021,4
"who",2021,2021,4
"who",2021,2021,4
"who",2021,2021,4
"who",2021,2021,4
"who",2021,2021,2
"who",2021,2021,3
"who",2021,2021,5
"who",2021,2021,3
"who",2021,2021,4
"who",2021,2021,3
"who",2021,2021,4
"who",2021,2021,3
"who",2021,2021,3
"who",2021,2021,4
"who",2021,2021,2
"who",2021,2021,4
"who",2021,2021,3
"who",2021,2021,3
"who",2021,2021,3
"who",2021,2021,3
"who",2021,2021,3
"who",2021,2021,3
"who",2021,2021,3
"who",2021,2021,4
"who",2021,2021,4
"who",2021,2021,3
"who",2021,2021,3
"who",2021,2021,4
"who",2021,2021,3
"who",2021,2021,3
"who",2021,2021,4
"who",2021,2021,4
"who",2021,2021,4
"who",2021,2021,4
"who",2021,2021,4
"who",2021,2021,4
"who",2020,2021,4
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,4
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,7
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2020,2021,4
"who",2020,2021,4
"who",2020,2021,4
"who",2020,2021,4
"who",2020,2021,4
"who",2020,2021,4
"who",2020,2021,4
"who",2020,2021,4
"who",2020,2021,4
"who",2020,2021,4
"who",2020,2021,4
"who",2020,2021,4
"who",2020,2021,4
"who",2021,2021,7
"who",2021,2021,7
"who",2021,2021,6
"who",2021,2021,7
"who",2021,2021,8
"who",2021,2021,7
"who",2021,2021,7
"who",2021,2021,7
"who",2021,2021,7
"who",2021,2021,6
"who",2021,2021,7
"who",2021,2021,7
"who",2021,2021,8
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,5
"who",2020,2021,3
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,5
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,6
"who",2020,2021,3
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,6
"who",2020,2021,3
"who",2020,2021,2
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,2
"who",2020,2021,6
"who",2020,2021,4
"who",2020,2021,3
"who",2020,2021,6
"who",2020,2021,2
"who",2020,2021,3
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,3
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,3
"who",2020,2021,2
"who",2020,2021,3
"who",2020,2021,2
"who",2020,2021,3
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,4
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,4
"who",2020,2021,4
"who",2020,2021,4
"who",2020,2021,2
"who",2020,2021,4
"who",2020,2021,2
"who",2020,2021,5
"who",2020,2021,2
"who",2021,2021,3
"who",2021,2021,1
"who",2021,2021,2
"who",2021,2021,2
"who",2021,2021,2
"who",2021,2021,1
"who",2021,2021,3
"who",2021,2021,1
"who",2021,2021,1
"who",2021,2021,2
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,7
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,7
"who",2021,2021,7
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,7
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,8
"who",2021,2021,7
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,7
"who",2021,2021,7
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2020,2021,4
"who",2020,2021,6
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,5
"who",2020,2021,4
"who",2020,2021,6
"who",2020,2021,5
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,4
"who",2020,2021,4
"who",2020,2021,4
"who",2020,2021,3
"who",2020,2021,2
"who",2020,2021,5
"who",2020,2021,4
"who",2020,2021,6
"who",2020,2021,4
"who",2020,2021,3
"who",2020,2021,5
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,6
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,6
"who",2020,2021,2
"who",2020,2021,3
"who",2020,2021,5
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,2
"who",2020,2021,3
"who",2020,2021,2
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2021,2021,4
"who",2021,2021,6
"who",2021,2021,7
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,4
"who",2021,2021,4
"who",2021,2021,4
"who",2021,2021,1
"who",2021,2021,1
"who",2021,2021,1
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,7
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,7
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,7
"who",2021,2021,7
"who",2021,2021,8
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,7
"who",2021,2021,7
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2020,2021,4
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,1
"who",2020,2021,5
"who",2020,2021,2
"who",2020,2021,3
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,4
"who",2020,2021,5
"who",2020,2021,4
"who",2020,2021,4
"who",2020,2021,6
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,4
"who",2020,2021,5
"who",2020,2021,6
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,6
"who",2020,2021,5
"who",2020,2021,2
"who",2020,2021,3
"who",2020,2021,6
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,4
"who",2020,2021,5
"who",2020,2021,5
"who",2020,2021,3
"who",2020,2021,5
"who",2021,2021,4
"who",2021,2021,1
"who",2021,2021,2
"who",2021,2021,2
"who",2021,2021,7
"who",2021,2021,6
"who",2021,2021,4
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,7
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,7
"who",2021,2021,5
"who",2021,2021,7
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2020,2021,4
"who",2020,2021,6
"who",2020,2021,6
"who",2020,2021,6
"who",2020,2021,6
"who",2020,2021,5
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,5
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,5
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,5
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,5
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,5
"who",2020,2021,2
"who",2020,2021,5
"who",2020,2021,3
"who",2020,2021,4
"who",2020,2021,5
"who",2020,2021,2
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,3
"who",2020,2021,1
"who",2020,2022,2
"who",2020,2022,2
"who",2020,2022,3
"who",2020,2022,3
"who",2020,2022,2
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,7
"who",2021,2021,6
"who",2021,2021,7
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,5
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2021,6
"who",2021,2022,6
"who",2021,2022,5
"who",2021,2022,5
"who",2021,2022,6
"who",2021,2022,5
"who",2009,2015,1
"who",2009,2015,3
"who",2009,2015,1
"who",2009,2015,3
"who",2009,2015,2
"who",2009,2015,3
"who",2009,2015,1
"who",2009,2015,4
"who",2009,2015,3
"who",2009,2015,1
"who",2009,2015,2
"who",2009,2015,3
"who",2009,2015,4
"who",2009,2015,1
"who",2009,2015,2
"who",2009,2015,1
"who",2012,2014,3
"who",2012,2015,4
"who",2012,2015,3
"who",2012,2015,5
"who",2012,2015,2
"who",2012,2015,5
"who",2012,2015,5
"who",2012,2015,6
"who",2012,2015,3
"who",2012,2015,5
"who",2012,2015,5
"who",2012,2015,3
"who",2012,2015,5
"who",2012,2015,5
"who",2012,2015,9
"who",2012,2015,3
"who",2012,2015,5
"who",2012,2015,3
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,3
"who",2014,2015,3
"who",2014,2015,3
"who",2014,2015,5
"who",2014,2015,3
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,3
"who",2014,2015,4
"who",2014,2015,3
"who",2014,2015,6
"who",2014,2015,3
"who",2014,2015,4
"who",2014,2015,3
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,2
"who",2013,2015,4
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,1
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,5
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2014,2
"who",2013,2015,2
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,1
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,1
"who",2013,2015,3
"who",2013,2015,3
"who",2013,2015,4
"who",2013,2015,2
"who",2013,2015,3
"who",2013,2015,1
"who",2014,2009,2
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,3
"who",2014,2015,5
"who",2014,2015,3
"who",2014,2015,3
"who",2014,2015,4
"who",2014,2015,4
"who",2014,2015,3
"who",2014,2015,3
"who",2014,2015,4
"who",2014,2015,2
"who",2014,2015,3
"who",2014,2015,2
"who",2014,2015,3
"who",2014,2015,3
"who",2014,2015,3
"who",2012,2014,3
"who",2012,2014,2
