"study","infected_year","tested_year","log_titer"
"smith",1995,2003,2
"smith",1995,2003,0
"smith",1995,2003,2
"smith",1995,2003,1
"smith",1995,2001,4
"smith",1995,2003,4
"smith",1995,1968,0
"smith",1995,1973,0
"smith",1995,1993,4
"smith",1995,1993,7
"smith",1995,1993,5
"smith",1995,1995,5
"smith",1995,1987,0
"smith",1995,1982,0
"smith",1995,1990,2
"smith",1995,1992,1
"smith",1995,1991,0
"smith",1995,1991,0
"smith",1995,1991,3
"smith",1995,1991,0
"smith",1995,1991,0
"smith",1995,1992,1
"smith",1995,1992,0
"smith",1995,1992,0
"smith",1995,1992,1
"smith",1995,1992,0
"smith",1995,1992,1
"smith",1995,1992,1
"smith",1995,1992,-1
"smith",1995,1992,0
"smith",1995,1992,0
"smith",1995,1992,-1
"smith",1995,1992,2
"smith",1995,1992,-1
"smith",1995,1989,0
"smith",1995,1991,1
"smith",1995,1989,2
"smith",1995,1992,0
"smith",1995,1992,0
"smith",1995,1990,-1
"smith",1995,1992,1
"smith",1995,1992,1
"smith",1995,1992,1
"smith",1995,1992,4
"smith",1995,1992,0
"smith",1995,1992,0
"smith",1995,1993,3
"smith",1995,1993,3
"smith",1995,1993,-1
"smith",1995,1993,5
"smith",1995,1993,0
"smith",1995,1993,6
"smith",1995,1993,2
"smith",1995,1993,4
"smith",1995,1993,3
"smith",1995,1993,3
"smith",1995,1993,1
"smith",1995,1993,-1
"smith",1995,1993,4
"smith",1995,1993,3
"smith",1995,1993,2
"smith",1995,1993,3
"smith",1995,1993,4
"smith",1995,1993,1
"smith",1995,1993,4
"smith",1995,1993,5
"smith",1995,1993,4
"smith",1995,1993,7
"smith",1995,1993,6
"smith",1995,1993,5
"smith",1995,1993,6
"smith",1995,1993,2
"smith",1995,1993,5
"smith",1995,1993,3
"smith",1995,1993,4
"smith",1995,1993,6
"smith",1995,1993,6
"smith",1995,1993,4
"smith",1995,1993,7
"smith",1995,1993,3
"smith",1995,1994,6
"smith",1995,1994,4
"smith",1995,1994,7
"smith",1995,1994,7
"smith",1995,1994,6
"smith",1995,1994,6
"smith",1995,1993,4
"smith",1995,1993,3
"smith",1995,1993,5
"smith",1995,1994,7
"smith",1995,1994,4
"smith",1995,1995,6
"smith",1995,1994,2
"smith",1995,1995,4
"smith",1995,1995,6
"smith",1995,1991,1
"smith",1995,1991,0
"smith",1995,1991,2
"smith",1995,1991,0
"smith",1995,1991,0
"smith",1995,1991,0
"smith",1995,1991,0
"smith",1995,1991,1
"smith",1995,1991,0
"smith",1995,1992,1
"smith",1995,1992,-1
"smith",1995,1992,0
"smith",1995,1992,1
"smith",1995,1992,1
"smith",1995,1992,0
"smith",1995,1992,0
"smith",1995,1992,1
"smith",1995,1992,1
"smith",1995,1992,0
"smith",1995,1992,0
"smith",1995,1992,1
"smith",1995,1992,0
"smith",1995,1992,-1
"smith",1995,1992,1
"smith",1995,1992,-1
"smith",1995,1992,-1
"smith",1995,1992,1
"smith",1995,1992,0
"smith",1995,1992,1
"smith",1995,1995,6
"smith",1995,1995,4
"smith",1995,1995,6
"smith",1995,1995,6
"smith",1995,1995,8
"smith",1995,1995,5
"smith",1995,1995,6
"smith",1995,1995,8
"smith",1995,1995,6
"smith",1995,1995,4
"smith",1995,1996,4
"smith",1995,1996,5
"smith",1995,1996,5
"smith",1995,1996,4
"smith",1995,1996,6
"smith",1995,1996,5
"smith",1995,1996,4
"smith",1995,1996,4
"smith",1995,1996,5
"smith",1995,1997,5
"smith",1995,1997,5
"smith",1995,1997,3
"smith",1995,1997,5
"smith",1995,1997,2
"smith",1995,1997,2
"smith",1995,1998,5
"smith",1995,1996,5
"smith",1995,1997,4
"smith",1995,1997,5
"smith",1995,1997,5
"smith",1995,2000,1
"smith",1995,2002,1
"smith",1995,1994,6
"smith",1995,2002,0
"smith",1995,2003,2
"smith",1995,2003,2
"smith",1995,2003,0
"smith",1995,2003,2
"smith",1995,2003,1
"smith",1995,2001,3
"smith",1995,2003,4
"smith",1995,1968,0
"smith",1995,1973,0
"smith",1996,1993,2
"smith",1996,1993,3
"smith",1996,1987,0
"smith",1996,1982,0
"smith",1996,1989,0
"smith",1996,1992,0
"smith",1996,1993,0
"smith",1996,1995,7
"smith",1996,1995,4
"smith",1996,1995,7
"smith",1996,1995,6
"smith",1996,1996,8
"smith",1996,1996,7
"smith",1996,1996,2
"smith",1996,1996,6
"smith",1996,1997,7
"smith",1996,1997,6
"smith",1996,1997,3
"smith",1996,1997,6
"smith",1996,1997,2
"smith",1996,1997,2
"smith",1996,1998,7
"smith",1996,1998,2
"smith",1996,1998,1
"smith",1996,2002,0
"smith",1996,1994,2
"smith",1996,2002,0
"smith",1996,2003,0
"smith",1996,2003,1
"smith",1996,2003,0
"smith",1996,2003,1
"smith",1996,2003,0
"smith",1996,2001,2
"smith",1996,2003,4
"smith",1996,1968,0
"smith",1996,1973,0
"smith",1996,1993,4
"smith",1996,1993,4
"smith",1996,1995,3
"smith",1996,1994,3
"smith",1996,1995,7
"smith",1996,1995,6
"smith",1996,1995,6
"smith",1996,1996,6
"smith",1996,1996,8
"smith",1996,1996,7
"smith",1996,1996,3
"smith",1996,1996,2
"smith",1996,1996,6
"smith",1996,1997,7
"smith",1996,1997,5
"smith",1996,1997,3
"smith",1996,1997,6
"smith",1996,1997,3
"smith",1996,1997,3
"smith",1996,1998,7
"smith",1997,1993,4
"smith",1997,1993,4
"smith",1997,1987,0
"smith",1997,1982,0
"smith",1997,1989,0
"smith",1997,1992,0
"smith",1997,1993,0
"smith",1997,1994,2
"smith",1997,1995,5
"smith",1997,1995,2
"smith",1997,1995,5
"smith",1997,1996,6
"smith",1997,1996,7
"smith",1997,1996,6
"smith",1997,1996,5
"smith",1997,1997,5
"smith",1997,1997,6
"smith",1997,1997,8
"smith",1997,1997,6
"smith",1997,1997,8
"smith",1997,1997,8
"smith",1997,1998,2
"smith",1997,1998,8
"smith",1997,1998,8
"smith",1997,1994,0
"smith",1997,1968,0
"smith",1997,1973,0
"smith",1997,1993,2
"smith",1997,1993,2
"smith",1997,1995,2
"smith",1997,1994,2
"smith",1997,1995,3
"smith",1997,1995,5
"smith",1997,1995,3
"smith",1997,1995,5
"smith",1997,1996,5
"smith",1997,1996,5
"smith",1997,1996,6
"smith",1997,1996,2
"smith",1997,1996,5
"smith",1997,1997,3
"smith",1997,1997,4
"smith",1997,1997,8
"smith",1997,1997,5
"smith",1997,1997,8
"smith",1997,1997,8
"smith",1997,1998,4
"smith",1997,1998,8
"smith",1997,1998,9
"smith",1997,1998,7
"smith",1998,1993,4
"smith",1998,1993,4
"smith",1998,1995,3
"smith",1998,1987,0
"smith",1998,1982,0
"smith",1998,1989,0
"smith",1998,1994,2
"smith",1998,1995,7
"smith",1998,1995,5
"smith",1998,1995,7
"smith",1998,1995,7
"smith",1998,1996,4
"smith",1998,1996,9
"smith",1998,1996,7
"smith",1998,1996,3
"smith",1998,1997,7
"smith",1998,1997,6
"smith",1998,1997,4
"smith",1998,1997,6
"smith",1998,1997,4
"smith",1998,1997,3
"smith",1998,1998,8
"smith",1998,1999,4
"smith",1998,1999,5
"smith",1998,2000,3
"smith",1998,1998,3
"smith",1998,1968,0
"smith",1998,1973,0
"smith",1995,1995,8
"smith",1995,1997,5
"smith",1995,1998,7
"smith",1995,1998,5
"smith",1995,1998,3
"smith",1995,1999,3
"smith",1995,1999,3
"smith",1995,2000,3
"smith",1995,2002,3
"smith",1995,2002,0
"smith",1995,2003,1
"smith",1995,2003,2
"smith",1995,2003,0
"smith",1995,2003,1
"smith",1995,2003,1
"smith",1995,2001,4
"smith",1995,2003,4
"smith",1997,1995,4
"smith",1997,1995,3
"smith",1997,1997,8
"smith",1997,1998,4
"smith",1997,1998,7
"smith",1997,1998,8
"smith",1997,1999,7
"smith",1997,2000,5
"smith",1997,1998,7
"smith",1997,1999,7
"smith",1997,2001,6
"smith",1997,2002,4
"smith",1997,2002,7
"smith",1997,2003,2
"smith",1997,2003,4
"smith",1997,2001,5
"smith",1997,2003,6
"smith",1999,1995,1
"smith",1999,1998,3
"smith",1999,1998,7
"smith",1999,1998,7
"smith",1999,1999,7
"smith",1999,2000,6
"smith",1999,1999,7
"smith",1999,2001,8
"smith",1999,2001,6
"smith",1999,2002,6
"smith",1999,2002,7
"smith",1999,2002,4
"smith",1999,2003,4
"smith",1999,2003,6
"smith",1999,2003,6
"smith",1999,2003,5
"smith",1999,2003,7
"smith",1999,2001,7
"smith",1999,2003,7
"smith",1997,1995,2
"smith",1997,1997,8
"smith",1997,1998,2
"smith",1997,1998,7
"smith",1997,1998,6
"smith",1997,1998,7
"smith",1980,1980,6
"smith",1980,1980,6
"smith",1980,1981,6
"smith",1980,1982,6
"smith",2002,1997,5
"smith",2002,1999,5
"smith",2002,1999,7
"smith",2002,1999,8
"smith",2002,2001,7
"smith",2002,2001,6
"smith",2002,2002,6
"smith",2002,2002,7
"smith",1999,1997,7
"smith",1999,1998,7
"smith",1999,1999,5
"smith",1999,1999,7
"smith",1999,1999,7
"smith",1999,2001,8
"smith",1999,2001,6
"smith",1999,2002,5
"smith",1999,2002,7
"smith",1999,2002,5
"smith",1999,2003,3
"smith",1999,2003,7
"smith",1999,2003,6
"smith",1999,2003,5
"smith",1999,2003,7
"smith",1999,2001,6
"smith",1999,2003,7
"smith",2001,1997,6
"smith",2001,1999,5
"smith",2001,1999,8
"smith",2001,1999,7
"smith",2001,2001,7
"smith",2001,2001,7
"smith",2001,2002,5
"smith",2001,2002,7
"smith",2001,2003,3
"smith",2001,2003,4
"smith",2001,2001,6
"smith",2001,2003,7
"smith",2001,1997,7
"smith",2001,1999,6
"smith",2001,1999,7
"smith",2001,1999,8
"smith",2001,2001,8
"smith",2001,2001,7
"smith",2001,2002,5
"smith",2001,2002,7
"smith",2001,2003,2
"smith",2001,2003,6
"smith",2001,2001,7
"smith",2001,2003,7
"smith",1975,1968,1
"smith",1975,1969,1
"smith",1975,1969,1
"smith",1975,1970,1
"smith",1975,1970,1
"smith",1975,1971,1
"smith",1975,1971,1
"smith",1975,1971,1
"smith",1975,1972,1
"smith",1975,1972,3
"smith",1975,1972,3
"smith",1975,1973,3
"smith",1975,1973,2
"smith",1975,1973,2
"smith",1975,1974,4
"smith",1975,1976,7
"smith",1975,1976,7
"smith",1975,1976,7
"smith",1975,1976,7
"smith",1975,1977,6
"smith",1975,1977,6
"smith",1975,1977,7
"smith",1975,1980,5
"smith",1975,1980,6
"smith",1975,1982,4
"smith",1975,1982,5
"smith",1975,1985,4
"smith",1975,1985,3
"smith",1975,1986,3
"smith",1975,1988,1
"smith",1975,1989,1
"smith",1975,1987,0
"smith",1975,1979,0
"smith",1975,1982,0
"smith",1975,1986,0
"smith",1975,1987,0
"smith",1975,1989,0
"smith",1975,1989,1
"smith",1975,1992,0
"smith",1975,1993,0
"smith",1975,1994,0
"smith",1975,1977,5
"smith",1975,1968,0
"smith",1975,1971,0
"smith",1975,1972,4
"smith",1975,1973,5
"smith",1975,1975,8
"smith",1994,1993,7
"smith",1994,1995,5
"smith",1994,1987,0
"smith",1994,1982,0
"smith",1994,1989,0
"smith",1994,1990,-1
"smith",1994,1992,0
"smith",1994,1992,0
"smith",1994,1992,0
"smith",1994,1992,3
"smith",1994,1993,2
"smith",1994,1993,5
"smith",1994,1993,6
"smith",1994,1993,1
"smith",1994,1993,4
"smith",1994,1993,1
"smith",1994,1993,1
"smith",1994,1993,0
"smith",1994,1993,1
"smith",1994,1993,1
"smith",1994,1993,0
"smith",1994,1993,2
"smith",1994,1993,5
"smith",1994,1993,2
"smith",1994,1993,3
"smith",1994,1993,3
"smith",1994,1993,7
"smith",1994,1993,6
"smith",1994,1993,3
"smith",1994,1993,5
"smith",1994,1993,1
"smith",1994,1993,5
"smith",1994,1993,3
"smith",1994,1993,3
"smith",1994,1993,7
"smith",1994,1993,5
"smith",1994,1993,4
"smith",1994,1993,5
"smith",1994,1993,1
"smith",1994,1994,5
"smith",1994,1994,4
"smith",1994,1994,7
"smith",1994,1994,5
"smith",1994,1994,5
"smith",1994,1994,5
"smith",1994,1993,4
"smith",1994,1993,2
"smith",1994,1993,4
"smith",1994,1994,8
"smith",1994,1994,2
"smith",1994,1995,8
"smith",1994,1995,4
"smith",1994,1994,2
"smith",1994,1995,2
"smith",1994,1995,4
"smith",1994,1995,7
"smith",1994,1995,4
"smith",1994,1995,7
"smith",1994,1995,5
"smith",1994,1995,8
"smith",1994,1995,6
"smith",1994,1995,5
"smith",1994,1995,8
"smith",1994,1995,5
"smith",1994,1996,4
"smith",1994,1996,5
"smith",1994,1996,5
"smith",1994,1996,4
"smith",1994,1996,5
"smith",1994,1996,4
"smith",1994,1996,3
"smith",1994,1996,3
"smith",1994,1997,4
"smith",1994,1997,1
"smith",1994,1998,6
"smith",1994,1996,5
"smith",1994,1997,5
"smith",1994,1997,6
"smith",1994,1997,5
"smith",1994,1994,5
"smith",1994,1968,0
"smith",1994,1973,0
"smith",2002,1997,4
"smith",2002,1998,0
"smith",2002,1998,3
"smith",2002,1999,2
"smith",2002,1999,2
"smith",2002,2002,5
"smith",2002,2002,8
"smith",2002,2003,8
"smith",2002,2003,9
"smith",2002,2003,8
"smith",2002,2003,9
"smith",2002,2003,9
"smith",2002,2001,6
"smith",2002,2003,5
"smith",2003,1997,7
"smith",2003,1998,0
"smith",2003,1998,6
"smith",2003,1999,4
"smith",2003,1999,7
"smith",2003,2002,6
"smith",2003,2002,3
"smith",2003,2003,5
"smith",2003,2003,6
"smith",2003,2003,4
"smith",2003,2003,6
"smith",2003,2003,6
"smith",2003,2001,6
"smith",2003,2003,8
"smith",2003,1997,5
"smith",2003,1998,0
"smith",2003,1998,5
"smith",2003,1999,4
"smith",2003,1999,5
"smith",2003,2002,5
"smith",2003,2002,7
"smith",2003,2003,8
"smith",2003,2003,9
"smith",2003,2003,8
"smith",2003,2003,9
"smith",2003,2003,9
"smith",2003,2001,6
"smith",2003,2003,6
"smith",2001,1997,7
"smith",2001,1998,1
"smith",2001,1999,6
"smith",2001,1999,7
"smith",2001,2001,8
"smith",2001,2001,7
"smith",2001,2002,5
"smith",2001,2002,5
"smith",2001,2003,7
"smith",2001,2003,5
"smith",2001,2003,5
"smith",2001,2003,6
"smith",2001,2001,6
"smith",2001,2003,7
"smith",1971,1987,0
"smith",1971,1979,0
"smith",1971,1982,0
"smith",1971,1986,0
"smith",1971,1987,0
"smith",1971,1989,0
"smith",1971,1989,0
"smith",1971,1992,0
"smith",1971,1993,0
"smith",1971,1977,0
"smith",1971,1968,7
"smith",1971,1971,9
"smith",1971,1972,3
"smith",1971,1973,0
"smith",1971,1975,0
"smith",1982,1995,0
"smith",1982,1987,4
"smith",1982,1979,4
"smith",1982,1982,7
"smith",1982,1986,4
"smith",1982,1987,0
"smith",1982,1989,0
"smith",1982,1989,0
"smith",1982,1992,0
"smith",1982,1993,0
"smith",1982,1993,0
"smith",1982,1994,0
"smith",1982,1995,0
"smith",1982,1995,0
"smith",1982,1996,0
"smith",1982,1997,0
"smith",1982,1997,0
"smith",1982,1997,0
"smith",1982,1998,0
"smith",1982,1998,0
"smith",1982,1977,5
"smith",1982,1994,0
"smith",1982,1968,0
"smith",1982,1971,0
"smith",1982,1972,0
"smith",1982,1975,2
"smith",1992,1987,2
"smith",1992,1979,0
"smith",1992,1982,0
"smith",1992,1986,0
"smith",1992,1987,0
"smith",1992,1989,2
"smith",1992,1989,1
"smith",1992,1992,6
"smith",1992,1993,4
"smith",1992,1993,3
"smith",1992,1994,2
"smith",1992,1997,0
"smith",1992,1997,0
"smith",1992,1997,0
"smith",1992,1998,0
"smith",1992,1977,0
"smith",1992,1994,0
"smith",1992,1968,0
"smith",1992,1971,0
"smith",1992,1972,0
"smith",1992,1973,0
"smith",1992,1975,0
"smith",1997,1995,1
"smith",1997,1987,0
"smith",1997,1982,0
"smith",1997,1989,0
"smith",1997,1992,1
"smith",1997,1993,1
"smith",1997,1994,1
"smith",1997,1995,5
"smith",1997,1995,5
"smith",1997,1996,6
"smith",1997,1997,2
"smith",1997,1997,4
"smith",1997,1997,2
"smith",1997,1998,6
"smith",1997,1998,3
"smith",1997,1994,4
"smith",1997,1968,0
"smith",1997,1973,0
"smith",1997,1995,0
"smith",1997,1987,0
"smith",1997,1982,0
"smith",1997,1989,0
"smith",1997,1992,0
"smith",1997,1993,0
"smith",1997,1994,0
"smith",1997,1995,3
"smith",1997,1995,3
"smith",1997,1996,3
"smith",1997,1997,9
"smith",1997,1997,8
"smith",1997,1997,8
"smith",1997,1998,3
"smith",1997,1998,8
"smith",1997,1998,8
"smith",1997,1994,0
"smith",1997,1968,0
"smith",1997,1973,0
"fonville_2014",1993,1993,6
"fonville_2014",1993,1994,7
"fonville_2014",1993,1994,7
"fonville_2014",1993,1994,4
"fonville_2014",1993,1993,7
"fonville_2014",1993,1993,6
"fonville_2014",1993,1993,3
"fonville_2014",1993,1994,6
"fonville_2014",1993,1996,4
"fonville_2014",1993,1995,3
"fonville_2014",1993,1996,4
"fonville_2014",1993,1996,2
"fonville_2014",1993,1997,3
"fonville_2014",1993,1996,4
"fonville_2014",1993,1997,4
"fonville_2014",1993,1997,4
"fonville_2014",1993,1997,2
"fonville_2014",1993,1996,3
"fonville_2014",1993,1997,0
"fonville_2014",1993,1995,3
"fonville_2014",1993,1999,0
"fonville_2014",1993,1997,0
"fonville_2014",1993,1997,0
"fonville_2014",1993,1999,0
"fonville_2014",1993,2002,0
"fonville_2014",1993,2000,0
"fonville_2014",1993,2001,0
"fonville_2014",1993,1998,0
"fonville_2014",1993,2000,0
"fonville_2014",1993,1999,0
"fonville_2014",1993,1999,0
"fonville_2014",1993,1999,0
"fonville_2014",1993,2003,0
"fonville_2014",1993,2003,0
"fonville_2014",1993,2003,0
"fonville_2014",1993,2002,0
"fonville_2014",1993,2003,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,2003,0
"fonville_2014",1993,2002,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,2002,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,2005,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,2007,0
"fonville_2014",1993,2005,0
"fonville_2014",1993,2009,0
"fonville_2014",1993,2007,0
"fonville_2014",1993,2007,0
"fonville_2014",1993,2009,0
"fonville_2014",1993,2010,0
"fonville_2014",1993,2009,0
"fonville_2014",1993,2011,0
"fonville_2014",1993,2002,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,1992,6
"fonville_2014",1993,1993,5
"fonville_2014",1993,1995,4
"fonville_2014",1993,1993,8
"fonville_2014",1993,1994,8
"fonville_2014",1993,1994,8
"fonville_2014",1993,1994,6
"fonville_2014",1993,1993,6
"fonville_2014",1993,1993,8
"fonville_2014",1993,1993,5
"fonville_2014",1993,1994,8
"fonville_2014",1993,1996,4
"fonville_2014",1993,1995,3
"fonville_2014",1993,1996,4
"fonville_2014",1993,1996,1
"fonville_2014",1993,1997,4
"fonville_2014",1993,1996,4
"fonville_2014",1993,1997,4
"fonville_2014",1993,1997,5
"fonville_2014",1993,1997,2
"fonville_2014",1993,1996,3
"fonville_2014",1993,1997,0
"fonville_2014",1993,1995,4
"fonville_2014",1993,1999,0
"fonville_2014",1993,1997,0
"fonville_2014",1993,1997,0
"fonville_2014",1993,1999,0
"fonville_2014",1993,2002,0
"fonville_2014",1993,2000,0
"fonville_2014",1993,2001,0
"fonville_2014",1993,1998,0
"fonville_2014",1993,2000,0
"fonville_2014",1993,1999,0
"fonville_2014",1993,1999,0
"fonville_2014",1993,1999,0
"fonville_2014",1993,2003,0
"fonville_2014",1993,2003,0
"fonville_2014",1993,2003,0
"fonville_2014",1993,2002,0
"fonville_2014",1993,2003,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,2003,0
"fonville_2014",1993,2002,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,2002,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,2005,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,2007,0
"fonville_2014",1993,2005,0
"fonville_2014",1993,2009,0
"fonville_2014",1993,2007,0
"fonville_2014",1993,2007,0
"fonville_2014",1993,2009,0
"fonville_2014",1993,2010,0
"fonville_2014",1993,2009,0
"fonville_2014",1993,2011,0
"fonville_2014",1993,2002,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,1992,4
"fonville_2014",1993,1993,2
"fonville_2014",1993,1995,5
"fonville_2014",1994,1993,8
"fonville_2014",1994,1994,8
"fonville_2014",1994,1994,9
"fonville_2014",1994,1994,6
"fonville_2014",1994,1993,5
"fonville_2014",1994,1993,8
"fonville_2014",1994,1993,5
"fonville_2014",1994,1994,8
"fonville_2014",1994,1996,5
"fonville_2014",1994,1995,3
"fonville_2014",1994,1996,4
"fonville_2014",1994,1996,2
"fonville_2014",1994,1997,4
"fonville_2014",1994,1996,4
"fonville_2014",1994,1997,5
"fonville_2014",1994,1997,5
"fonville_2014",1994,1997,2
"fonville_2014",1994,1996,3
"fonville_2014",1994,1997,0
"fonville_2014",1994,1995,4
"fonville_2014",1994,1999,0
"fonville_2014",1994,1997,0
"fonville_2014",1994,1997,0
"fonville_2014",1994,1999,0
"fonville_2014",1994,2002,0
"fonville_2014",1994,2000,0
"fonville_2014",1994,2001,0
"fonville_2014",1994,1998,0
"fonville_2014",1994,2000,0
"fonville_2014",1994,1999,0
"fonville_2014",1994,1999,0
"fonville_2014",1994,1999,0
"fonville_2014",1994,2003,0
"fonville_2014",1994,2003,0
"fonville_2014",1994,2003,0
"fonville_2014",1994,2002,0
"fonville_2014",1994,2003,0
"fonville_2014",1994,2004,0
"fonville_2014",1994,2003,0
"fonville_2014",1994,2002,0
"fonville_2014",1994,2004,0
"fonville_2014",1994,2002,0
"fonville_2014",1994,2004,0
"fonville_2014",1994,2004,0
"fonville_2014",1994,2004,0
"fonville_2014",1994,2005,0
"fonville_2014",1994,2004,0
"fonville_2014",1994,2007,0
"fonville_2014",1994,2005,0
"fonville_2014",1994,2009,0
"fonville_2014",1994,2007,0
"fonville_2014",1994,2007,0
"fonville_2014",1994,2009,0
"fonville_2014",1994,2010,0
"fonville_2014",1994,2009,0
"fonville_2014",1994,2011,0
"fonville_2014",1994,2002,0
"fonville_2014",1994,2004,0
"fonville_2014",1994,1992,4
"fonville_2014",1994,1993,3
"fonville_2014",1994,1995,0
"fonville_2014",1994,1993,7
"fonville_2014",1994,1994,6
"fonville_2014",1994,1994,7
"fonville_2014",1994,1994,5
"fonville_2014",1994,1993,3
"fonville_2014",1994,1993,7
"fonville_2014",1994,1993,6
"fonville_2014",1994,1994,7
"fonville_2014",1994,1996,5
"fonville_2014",1994,1995,3
"fonville_2014",1994,1996,2
"fonville_2014",1994,1996,1
"fonville_2014",1994,1997,0
"fonville_2014",1994,1996,0
"fonville_2014",1994,1997,4
"fonville_2014",1994,1997,5
"fonville_2014",1994,1997,3
"fonville_2014",1994,1996,2
"fonville_2014",1994,1997,0
"fonville_2014",1994,1995,4
"fonville_2014",1994,1999,0
"fonville_2014",1994,1997,0
"fonville_2014",1994,1997,0
"fonville_2014",1994,1999,0
"fonville_2014",1994,2002,0
"fonville_2014",1994,2000,0
"fonville_2014",1994,2001,0
"fonville_2014",1994,1998,0
"fonville_2014",1994,2000,0
"fonville_2014",1994,1999,0
"fonville_2014",1994,1999,0
"fonville_2014",1994,1999,0
"fonville_2014",1994,2003,0
"fonville_2014",1994,2003,0
"fonville_2014",1994,2003,1
"fonville_2014",1994,2002,0
"fonville_2014",1994,2003,0
"fonville_2014",1994,2004,0
"fonville_2014",1994,2003,0
"fonville_2014",1994,2002,0
"fonville_2014",1994,2004,0
"fonville_2014",1994,2002,0
"fonville_2014",1994,2004,0
"fonville_2014",1994,2004,0
"fonville_2014",1994,2004,0
"fonville_2014",1994,2005,0
"fonville_2014",1994,2004,0
"fonville_2014",1994,2007,0
"fonville_2014",1994,2005,0
"fonville_2014",1994,2009,0
"fonville_2014",1994,2007,0
"fonville_2014",1994,2007,0
"fonville_2014",1994,2009,0
"fonville_2014",1994,2010,0
"fonville_2014",1994,2009,0
"fonville_2014",1994,2011,0
"fonville_2014",1994,2002,0
"fonville_2014",1994,2004,0
"fonville_2014",1994,1992,2
"fonville_2014",1994,1993,0
"fonville_2014",1994,1995,5
"fonville_2014",1993,1993,6
"fonville_2014",1993,1994,6
"fonville_2014",1993,1994,7
"fonville_2014",1993,1994,3
"fonville_2014",1993,1993,5
"fonville_2014",1993,1993,6
"fonville_2014",1993,1993,4
"fonville_2014",1993,1994,6
"fonville_2014",1993,1996,4
"fonville_2014",1993,1995,2
"fonville_2014",1993,1996,2
"fonville_2014",1993,1996,1
"fonville_2014",1993,1997,0
"fonville_2014",1993,1996,0
"fonville_2014",1993,1997,4
"fonville_2014",1993,1997,4
"fonville_2014",1993,1997,3
"fonville_2014",1993,1996,2
"fonville_2014",1993,1997,0
"fonville_2014",1993,1995,3
"fonville_2014",1993,1999,0
"fonville_2014",1993,1997,0
"fonville_2014",1993,1997,0
"fonville_2014",1993,1999,0
"fonville_2014",1993,2002,0
"fonville_2014",1993,2000,0
"fonville_2014",1993,2001,0
"fonville_2014",1993,1998,0
"fonville_2014",1993,2000,0
"fonville_2014",1993,1999,0
"fonville_2014",1993,1999,0
"fonville_2014",1993,1999,0
"fonville_2014",1993,2003,0
"fonville_2014",1993,2003,0
"fonville_2014",1993,2003,0
"fonville_2014",1993,2002,0
"fonville_2014",1993,2003,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,2003,0
"fonville_2014",1993,2002,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,2002,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,2005,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,2007,0
"fonville_2014",1993,2005,0
"fonville_2014",1993,2009,0
"fonville_2014",1993,2007,0
"fonville_2014",1993,2007,0
"fonville_2014",1993,2009,0
"fonville_2014",1993,2010,0
"fonville_2014",1993,2009,0
"fonville_2014",1993,2011,0
"fonville_2014",1993,2002,0
"fonville_2014",1993,2004,0
"fonville_2014",1993,1992,5
"fonville_2014",1993,1993,0
"fonville_2014",1993,1995,3
"fonville_2014",1994,1993,7
"fonville_2014",1994,1994,7
"fonville_2014",1994,1994,7
"fonville_2014",1994,1994,5
"fonville_2014",1994,1993,3
"fonville_2014",1994,1993,7
"fonville_2014",1994,1993,5
"fonville_2014",1994,1994,7
"fonville_2014",1994,1996,4
"fonville_2014",1994,1995,3
"fonville_2014",1994,1996,2
"fonville_2014",1994,1996,2
"fonville_2014",1994,1997,0
"fonville_2014",1994,1996,0
"fonville_2014",1994,1997,3
"fonville_2014",1994,1997,4
"fonville_2014",1994,1997,2
"fonville_2014",1994,1996,2
"fonville_2014",1994,1997,0
"fonville_2014",1994,1995,4
"fonville_2014",1994,1999,0
"fonville_2014",1994,1997,0
"fonville_2014",1994,1997,0
"fonville_2014",1994,1999,0
"fonville_2014",1994,2002,0
"fonville_2014",1994,2000,0
"fonville_2014",1994,2001,0
"fonville_2014",1994,1998,0
"fonville_2014",1994,2000,0
"fonville_2014",1994,1999,0
"fonville_2014",1994,1999,0
"fonville_2014",1994,1999,0
"fonville_2014",1994,2003,0
"fonville_2014",1994,2003,0
"fonville_2014",1994,2003,0
"fonville_2014",1994,2002,0
"fonville_2014",1994,2003,0
"fonville_2014",1994,2004,0
"fonville_2014",1994,2003,0
"fonville_2014",1994,2002,0
"fonville_2014",1994,2004,0
"fonville_2014",1994,2002,0
"fonville_2014",1994,2004,0
"fonville_2014",1994,2004,0
